"game_pk","game_date","season","game_type","home_team","away_team","venue_id","venue_name"
447292,2016-05-06,2016,"R","HOUSTONASTROS","SEATTLEMARINERS",2392,"Minute Maid Park"
447285,2016-05-06,2016,"R","CHICAGOWHITESOX","BOSTONREDSOX",4,"U.S. Cellular Field"
447289,2016-05-06,2016,"R","SANDIEGOPADRES","NEWYORKMETS",2680,"Petco Park"
447286,2016-05-06,2016,"R","SANFRANCISCOGIANTS","COLORADOROCKIES",2395,"AT&T Park"
447309,2016-05-06,2016,"R","CHICAGOCUBS","WASHINGTONNATIONALS",17,"Wrigley Field"
447296,2016-05-06,2016,"R","NEWYORKYANKEES","BOSTONREDSOX",3313,"Yankee Stadium"
447299,2016-05-06,2016,"R","TORONTOBLUEJAYS","LOSANGELESDODGERS",14,"Rogers Centre"
447298,2016-05-06,2016,"R","CLEVELANDINDIANS","KANSASCITYROYALS",5,"Progressive Field"
447308,2016-05-06,2016,"R","DETROITTIGERS","TEXASRANGERS",2394,"Comerica Park"
447304,2016-05-06,2016,"R","MIAMIMARLINS","PHILADELPHIAPHILLIES",4169,"Marlins Park"
447300,2016-05-06,2016,"R","CINCINNATIREDS","MILWAUKEEBREWERS",2602,"Great American Ball Park"
447295,2016-05-06,2016,"R","ATLANTABRAVES","ARIZONADIAMONDBACKS",16,"Turner Field"
447306,2016-05-07,2016,"R","HOUSTONASTROS","SEATTLEMARINERS",2392,"Minute Maid Park"
447301,2016-05-07,2016,"R","CHICAGOWHITESOX","MINNESOTATWINS",4,"U.S. Cellular Field"
447305,2016-05-07,2016,"R","STLOUISCARDINALS","PITTSBURGHPIRATES",2889,"Busch Stadium"
447307,2016-05-07,2016,"R","LOSANGELESANGELS","TAMPABAYRAYS",1,"Angel Stadium of Anaheim"
447297,2016-05-07,2016,"R","SANFRANCISCOGIANTS","COLORADOROCKIES",2395,"AT&T Park"
447302,2016-05-07,2016,"R","SANDIEGOPADRES","NEWYORKMETS",2680,"Petco Park"
447303,2016-05-06,2016,"R","BALTIMOREORIOLES","OAKLANDATHLETICS",2,"Oriole Park at Camden Yards"
447318,2016-05-07,2016,"R","BALTIMOREORIOLES","OAKLANDATHLETICS",2,"Oriole Park at Camden Yards"
447311,2016-05-07,2016,"R","NEWYORKYANKEES","BOSTONREDSOX",3313,"Yankee Stadium"
447314,2016-05-07,2016,"R","TORONTOBLUEJAYS","LOSANGELESDODGERS",14,"Rogers Centre"
447323,2016-05-07,2016,"R","DETROITTIGERS","TEXASRANGERS",2394,"Comerica Park"
447320,2016-05-07,2016,"R","STLOUISCARDINALS","PITTSBURGHPIRATES",2889,"Busch Stadium"
447324,2016-05-07,2016,"R","CHICAGOCUBS","WASHINGTONNATIONALS",17,"Wrigley Field"
447312,2016-05-07,2016,"R","SANFRANCISCOGIANTS","COLORADOROCKIES",2395,"AT&T Park"
447313,2016-05-07,2016,"R","CLEVELANDINDIANS","KANSASCITYROYALS",5,"Progressive Field"
447321,2016-05-07,2016,"R","HOUSTONASTROS","SEATTLEMARINERS",2392,"Minute Maid Park"
447310,2016-05-07,2016,"R","ATLANTABRAVES","ARIZONADIAMONDBACKS",16,"Turner Field"
447316,2016-05-07,2016,"R","CHICAGOWHITESOX","MINNESOTATWINS",4,"U.S. Cellular Field"
447319,2016-05-07,2016,"R","MIAMIMARLINS","PHILADELPHIAPHILLIES",4169,"Marlins Park"
447315,2016-05-07,2016,"R","CINCINNATIREDS","MILWAUKEEBREWERS",2602,"Great American Ball Park"
447317,2016-05-08,2016,"R","SANDIEGOPADRES","NEWYORKMETS",2680,"Petco Park"
447322,2016-05-08,2016,"R","LOSANGELESANGELS","TAMPABAYRAYS",1,"Angel Stadium of Anaheim"
447329,2016-05-08,2016,"R","TORONTOBLUEJAYS","LOSANGELESDODGERS",14,"Rogers Centre"
447328,2016-05-08,2016,"R","CLEVELANDINDIANS","KANSASCITYROYALS",5,"Progressive Field"
447338,2016-05-08,2016,"R","DETROITTIGERS","TEXASRANGERS",2394,"Comerica Park"
447334,2016-05-08,2016,"R","MIAMIMARLINS","PHILADELPHIAPHILLIES",4169,"Marlins Park"
447330,2016-05-08,2016,"R","CINCINNATIREDS","MILWAUKEEBREWERS",2602,"Great American Ball Park"
447333,2016-05-08,2016,"R","BALTIMOREORIOLES","OAKLANDATHLETICS",2,"Oriole Park at Camden Yards"
447325,2016-05-08,2016,"R","ATLANTABRAVES","ARIZONADIAMONDBACKS",16,"Turner Field"
447336,2016-05-08,2016,"R","HOUSTONASTROS","SEATTLEMARINERS",2392,"Minute Maid Park"
447331,2016-05-08,2016,"R","CHICAGOWHITESOX","MINNESOTATWINS",4,"U.S. Cellular Field"
447335,2016-05-08,2016,"R","STLOUISCARDINALS","PITTSBURGHPIRATES",2889,"Busch Stadium"
447339,2016-05-08,2016,"R","CHICAGOCUBS","WASHINGTONNATIONALS",17,"Wrigley Field"
447337,2016-05-08,2016,"R","LOSANGELESANGELS","TAMPABAYRAYS",1,"Angel Stadium of Anaheim"
447327,2016-05-08,2016,"R","SANFRANCISCOGIANTS","COLORADOROCKIES",2395,"AT&T Park"
447332,2016-05-08,2016,"R","SANDIEGOPADRES","NEWYORKMETS",2680,"Petco Park"
447326,2016-05-09,2016,"R","NEWYORKYANKEES","BOSTONREDSOX",3313,"Yankee Stadium"
447344,2016-05-09,2016,"R","WASHINGTONNATIONALS","DETROITTIGERS",3309,"Nationals Park"
447345,2016-05-09,2016,"R","NEWYORKYANKEES","KANSASCITYROYALS",3313,"Yankee Stadium"
447348,2016-05-09,2016,"R","BOSTONREDSOX","OAKLANDATHLETICS",3,"Fenway Park"
447349,2016-05-09,2016,"R","CINCINNATIREDS","PITTSBURGHPIRATES",2602,"Great American Ball Park"
447346,2016-05-09,2016,"R","MIAMIMARLINS","MILWAUKEEBREWERS",4169,"Marlins Park"
447342,2016-05-10,2016,"R","TEXASRANGERS","CHICAGOWHITESOX",13,"Globe Life Park in Arlington"
447343,2016-05-10,2016,"R","HOUSTONASTROS","CLEVELANDINDIANS",2392,"Minute Maid Park"
447340,2016-05-10,2016,"R","COLORADOROCKIES","ARIZONADIAMONDBACKS",19,"Coors Field"
447347,2016-05-10,2016,"R","LOSANGELESDODGERS","NEWYORKMETS",22,"Dodger Stadium"
447351,2016-05-10,2016,"R","SEATTLEMARINERS","TAMPABAYRAYS",680,"Safeco Field"
447352,2016-05-10,2016,"R","SANFRANCISCOGIANTS","TORONTOBLUEJAYS",2395,"AT&T Park"
447350,2016-05-10,2016,"R","CHICAGOCUBS","SANDIEGOPADRES",17,"Wrigley Field"
447341,2016-05-10,2016,"R","MINNESOTATWINS","BALTIMOREORIOLES",3312,"Target Field"
447357,2016-05-10,2016,"R","WASHINGTONNATIONALS","DETROITTIGERS",3309,"Nationals Park"
447358,2016-05-10,2016,"R","NEWYORKYANKEES","KANSASCITYROYALS",3313,"Yankee Stadium"
447361,2016-05-10,2016,"R","BOSTONREDSOX","OAKLANDATHLETICS",3,"Fenway Park"
447362,2016-05-10,2016,"R","ATLANTABRAVES","PHILADELPHIAPHILLIES",16,"Turner Field"
447359,2016-05-10,2016,"R","MIAMIMARLINS","MILWAUKEEBREWERS",4169,"Marlins Park"
447364,2016-05-11,2016,"R","CHICAGOCUBS","SANDIEGOPADRES",17,"Wrigley Field"
447355,2016-05-11,2016,"R","TEXASRANGERS","CHICAGOWHITESOX",13,"Globe Life Park in Arlington"
447356,2016-05-11,2016,"R","HOUSTONASTROS","CLEVELANDINDIANS",2392,"Minute Maid Park"
447354,2016-05-11,2016,"R","MINNESOTATWINS","BALTIMOREORIOLES",3312,"Target Field"
447353,2016-05-11,2016,"R","COLORADOROCKIES","ARIZONADIAMONDBACKS",19,"Coors Field"
447365,2016-05-11,2016,"R","LOSANGELESANGELS","STLOUISCARDINALS",1,"Angel Stadium of Anaheim"
447360,2016-05-11,2016,"R","LOSANGELESDODGERS","NEWYORKMETS",22,"Dodger Stadium"
447366,2016-05-11,2016,"R","SEATTLEMARINERS","TAMPABAYRAYS",680,"Safeco Field"
447367,2016-05-11,2016,"R","SANFRANCISCOGIANTS","TORONTOBLUEJAYS",2395,"AT&T Park"
447363,2016-05-10,2016,"R","CINCINNATIREDS","PITTSBURGHPIRATES",2602,"Great American Ball Park"
447379,2016-05-12,2016,"R","CHICAGOCUBS","SANDIEGOPADRES",17,"Wrigley Field"
447369,2016-05-11,2016,"R","MINNESOTATWINS","BALTIMOREORIOLES",3312,"Target Field"
447370,2016-05-11,2016,"R","TEXASRANGERS","CHICAGOWHITESOX",13,"Globe Life Park in Arlington"
447371,2016-05-11,2016,"R","HOUSTONASTROS","CLEVELANDINDIANS",2392,"Minute Maid Park"
447368,2016-05-11,2016,"R","COLORADOROCKIES","ARIZONADIAMONDBACKS",19,"Coors Field"
447381,2016-05-11,2016,"R","SEATTLEMARINERS","TAMPABAYRAYS",680,"Safeco Field"
447382,2016-05-11,2016,"R","SANFRANCISCOGIANTS","TORONTOBLUEJAYS",2395,"AT&T Park"
447372,2016-05-11,2016,"R","WASHINGTONNATIONALS","DETROITTIGERS",3309,"Nationals Park"
447373,2016-05-11,2016,"R","NEWYORKYANKEES","KANSASCITYROYALS",3313,"Yankee Stadium"
447376,2016-05-11,2016,"R","BOSTONREDSOX","OAKLANDATHLETICS",3,"Fenway Park"
447378,2016-05-11,2016,"R","CINCINNATIREDS","PITTSBURGHPIRATES",2602,"Great American Ball Park"
447377,2016-05-11,2016,"R","ATLANTABRAVES","PHILADELPHIAPHILLIES",16,"Turner Field"
447374,2016-05-11,2016,"R","MIAMIMARLINS","MILWAUKEEBREWERS",4169,"Marlins Park"
447380,2016-05-12,2016,"R","LOSANGELESANGELS","STLOUISCARDINALS",1,"Angel Stadium of Anaheim"
447375,2016-05-12,2016,"R","LOSANGELESDODGERS","NEWYORKMETS",22,"Dodger Stadium"
447383,2016-05-12,2016,"R","BALTIMOREORIOLES","DETROITTIGERS",2,"Oriole Park at Camden Yards"
447385,2016-05-12,2016,"R","NEWYORKYANKEES","KANSASCITYROYALS",3313,"Yankee Stadium"
447384,2016-05-12,2016,"R","BOSTONREDSOX","HOUSTONASTROS",3,"Fenway Park"
447387,2016-05-12,2016,"R","ATLANTABRAVES","PHILADELPHIAPHILLIES",16,"Turner Field"
447388,2016-05-13,2016,"R","MILWAUKEEBREWERS","SANDIEGOPADRES",32,"Miller Park"
447389,2016-05-13,2016,"R","ARIZONADIAMONDBACKS","SANFRANCISCOGIANTS",15,"Chase Field"
447390,2016-05-13,2016,"R","LOSANGELESANGELS","STLOUISCARDINALS",1,"Angel Stadium of Anaheim"
447386,2016-05-13,2016,"R","LOSANGELESDODGERS","NEWYORKMETS",22,"Dodger Stadium"
447401,2016-05-13,2016,"R","CHICAGOCUBS","PITTSBURGHPIRATES",17,"Wrigley Field"
447394,2016-05-13,2016,"R","BALTIMOREORIOLES","DETROITTIGERS",2,"Oriole Park at Camden Yards"
447393,2016-05-13,2016,"R","PHILADELPHIAPHILLIES","CINCINNATIREDS",2681,"Citizens Bank Park"
447397,2016-05-13,2016,"R","WASHINGTONNATIONALS","MIAMIMARLINS",3309,"Nationals Park"
447392,2016-05-13,2016,"R","NEWYORKYANKEES","CHICAGOWHITESOX",3313,"Yankee Stadium"
447395,2016-05-13,2016,"R","BOSTONREDSOX","HOUSTONASTROS",3,"Fenway Park"
447400,2016-05-13,2016,"R","TAMPABAYRAYS","OAKLANDATHLETICS",12,"Tropicana Field"
447398,2016-05-13,2016,"R","CLEVELANDINDIANS","MINNESOTATWINS",5,"Progressive Field"
447405,2016-05-14,2016,"R","TEXASRANGERS","TORONTOBLUEJAYS",13,"Globe Life Park in Arlington"
447402,2016-05-14,2016,"R","MILWAUKEEBREWERS","SANDIEGOPADRES",32,"Miller Park"
447391,2016-05-14,2016,"R","KANSASCITYROYALS","ATLANTABRAVES",7,"Kauffman Stadium"
447399,2016-05-14,2016,"R","COLORADOROCKIES","NEWYORKMETS",19,"Coors Field"
447403,2016-05-14,2016,"R","ARIZONADIAMONDBACKS","SANFRANCISCOGIANTS",15,"Chase Field"
447396,2016-05-14,2016,"R","SEATTLEMARINERS","LOSANGELESANGELS",680,"Safeco Field"
447404,2016-05-14,2016,"R","LOSANGELESDODGERS","STLOUISCARDINALS",22,"Dodger Stadium"
447410,2016-05-14,2016,"R","BOSTONREDSOX","HOUSTONASTROS",3,"Fenway Park"
447412,2016-05-14,2016,"R","WASHINGTONNATIONALS","MIAMIMARLINS",3309,"Nationals Park"
447407,2016-05-14,2016,"R","NEWYORKYANKEES","CHICAGOWHITESOX",3313,"Yankee Stadium"
447416,2016-05-14,2016,"R","CHICAGOCUBS","PITTSBURGHPIRATES",17,"Wrigley Field"
447413,2016-05-14,2016,"R","CLEVELANDINDIANS","MINNESOTATWINS",5,"Progressive Field"
447415,2016-05-14,2016,"R","TAMPABAYRAYS","OAKLANDATHLETICS",12,"Tropicana Field"
447409,2016-05-14,2016,"R","BALTIMOREORIOLES","DETROITTIGERS",2,"Oriole Park at Camden Yards"
447408,2016-05-14,2016,"R","PHILADELPHIAPHILLIES","CINCINNATIREDS",2681,"Citizens Bank Park"
447417,2016-05-14,2016,"R","MILWAUKEEBREWERS","SANDIEGOPADRES",32,"Miller Park"
447406,2016-05-14,2016,"R","KANSASCITYROYALS","ATLANTABRAVES",7,"Kauffman Stadium"
447420,2016-05-15,2016,"R","TEXASRANGERS","TORONTOBLUEJAYS",13,"Globe Life Park in Arlington"
447414,2016-05-15,2016,"R","COLORADOROCKIES","NEWYORKMETS",19,"Coors Field"
447418,2016-05-15,2016,"R","ARIZONADIAMONDBACKS","SANFRANCISCOGIANTS",15,"Chase Field"
447411,2016-05-15,2016,"R","SEATTLEMARINERS","LOSANGELESANGELS",680,"Safeco Field"
447419,2016-05-15,2016,"R","LOSANGELESDODGERS","STLOUISCARDINALS",22,"Dodger Stadium"
447422,2016-05-15,2016,"R","NEWYORKYANKEES","CHICAGOWHITESOX",3313,"Yankee Stadium"
447430,2016-05-15,2016,"R","TAMPABAYRAYS","OAKLANDATHLETICS",12,"Tropicana Field"
447428,2016-05-15,2016,"R","CLEVELANDINDIANS","MINNESOTATWINS",5,"Progressive Field"
447424,2016-05-15,2016,"R","BALTIMOREORIOLES","DETROITTIGERS",2,"Oriole Park at Camden Yards"
447425,2016-05-15,2016,"R","BOSTONREDSOX","HOUSTONASTROS",3,"Fenway Park"
447423,2016-05-15,2016,"R","PHILADELPHIAPHILLIES","CINCINNATIREDS",2681,"Citizens Bank Park"
447427,2016-05-15,2016,"R","WASHINGTONNATIONALS","MIAMIMARLINS",3309,"Nationals Park"
447432,2016-05-15,2016,"R","MILWAUKEEBREWERS","SANDIEGOPADRES",32,"Miller Park"
447421,2016-05-15,2016,"R","KANSASCITYROYALS","ATLANTABRAVES",7,"Kauffman Stadium"
447431,2016-05-15,2016,"R","CHICAGOCUBS","PITTSBURGHPIRATES",17,"Wrigley Field"
447435,2016-05-15,2016,"R","TEXASRANGERS","TORONTOBLUEJAYS",13,"Globe Life Park in Arlington"
447429,2016-05-15,2016,"R","COLORADOROCKIES","NEWYORKMETS",19,"Coors Field"
447426,2016-05-15,2016,"R","SEATTLEMARINERS","LOSANGELESANGELS",680,"Safeco Field"
447433,2016-05-15,2016,"R","ARIZONADIAMONDBACKS","SANFRANCISCOGIANTS",15,"Chase Field"
447434,2016-05-16,2016,"R","LOSANGELESDODGERS","STLOUISCARDINALS",22,"Dodger Stadium"
447438,2016-05-16,2016,"R","CLEVELANDINDIANS","CINCINNATIREDS",5,"Progressive Field"
447436,2016-05-16,2016,"R","PITTSBURGHPIRATES","ATLANTABRAVES",31,"PNC Park"
447451,2016-05-16,2016,"R","PHILADELPHIAPHILLIES","MIAMIMARLINS",2681,"Citizens Bank Park"
447442,2016-05-16,2016,"R","TORONTOBLUEJAYS","TAMPABAYRAYS",14,"Rogers Centre"
447440,2016-05-16,2016,"R","DETROITTIGERS","MINNESOTATWINS",2394,"Comerica Park"
447441,2016-05-17,2016,"R","ARIZONADIAMONDBACKS","NEWYORKYANKEES",15,"Chase Field"
447443,2016-05-17,2016,"R","OAKLANDATHLETICS","TEXASRANGERS",10,"Oakland Coliseum"
447439,2016-05-17,2016,"R","LOSANGELESDODGERS","LOSANGELESANGELS",22,"Dodger Stadium"
447437,2016-05-16,2016,"R","KANSASCITYROYALS","BOSTONREDSOX",7,"Kauffman Stadium"
447447,2016-05-17,2016,"R","CLEVELANDINDIANS","CINCINNATIREDS",5,"Progressive Field"
447455,2016-05-17,2016,"R","BALTIMOREORIOLES","SEATTLEMARINERS",2,"Oriole Park at Camden Yards"
447444,2016-05-17,2016,"R","PITTSBURGHPIRATES","ATLANTABRAVES",31,"PNC Park"
447466,2016-05-17,2016,"R","PHILADELPHIAPHILLIES","MIAMIMARLINS",2681,"Citizens Bank Park"
447456,2016-05-17,2016,"R","TORONTOBLUEJAYS","TAMPABAYRAYS",14,"Rogers Centre"
447458,2016-05-17,2016,"R","NEWYORKMETS","WASHINGTONNATIONALS",3289,"Citi Field"
447452,2016-05-17,2016,"R","DETROITTIGERS","MINNESOTATWINS",2394,"Comerica Park"
447449,2016-05-18,2016,"R","CHICAGOWHITESOX","HOUSTONASTROS",4,"U.S. Cellular Field"
447446,2016-05-18,2016,"R","MILWAUKEEBREWERS","CHICAGOCUBS",32,"Miller Park"
447445,2016-05-18,2016,"R","KANSASCITYROYALS","BOSTONREDSOX",7,"Kauffman Stadium"
447448,2016-05-18,2016,"R","STLOUISCARDINALS","COLORADOROCKIES",2889,"Busch Stadium"
447453,2016-05-18,2016,"R","ARIZONADIAMONDBACKS","NEWYORKYANKEES",15,"Chase Field"
447457,2016-05-18,2016,"R","OAKLANDATHLETICS","TEXASRANGERS",10,"Oakland Coliseum"
447450,2016-05-18,2016,"R","LOSANGELESDODGERS","LOSANGELESANGELS",22,"Dodger Stadium"
447454,2016-05-18,2016,"R","SANDIEGOPADRES","SANFRANCISCOGIANTS",2680,"Petco Park"
447480,2016-05-18,2016,"R","PHILADELPHIAPHILLIES","MIAMIMARLINS",2681,"Citizens Bank Park"
447467,2016-05-18,2016,"R","DETROITTIGERS","MINNESOTATWINS",2394,"Comerica Park"
447460,2016-05-18,2016,"R","KANSASCITYROYALS","BOSTONREDSOX",7,"Kauffman Stadium"
447472,2016-05-18,2016,"R","OAKLANDATHLETICS","TEXASRANGERS",10,"Oakland Coliseum"
447470,2016-05-18,2016,"R","BALTIMOREORIOLES","SEATTLEMARINERS",2,"Oriole Park at Camden Yards"
447459,2016-05-18,2016,"R","PITTSBURGHPIRATES","ATLANTABRAVES",31,"PNC Park"
447471,2016-05-18,2016,"R","TORONTOBLUEJAYS","TAMPABAYRAYS",14,"Rogers Centre"
447462,2016-05-18,2016,"R","CINCINNATIREDS","CLEVELANDINDIANS",2602,"Great American Ball Park"
447473,2016-05-18,2016,"R","NEWYORKMETS","WASHINGTONNATIONALS",3289,"Citi Field"
447464,2016-05-19,2016,"R","CHICAGOWHITESOX","HOUSTONASTROS",4,"U.S. Cellular Field"
447461,2016-05-19,2016,"R","MILWAUKEEBREWERS","CHICAGOCUBS",32,"Miller Park"
447463,2016-05-19,2016,"R","STLOUISCARDINALS","COLORADOROCKIES",2889,"Busch Stadium"
447468,2016-05-19,2016,"R","ARIZONADIAMONDBACKS","NEWYORKYANKEES",15,"Chase Field"
447465,2016-05-19,2016,"R","LOSANGELESANGELS","LOSANGELESDODGERS",1,"Angel Stadium of Anaheim"
447469,2016-05-19,2016,"R","SANDIEGOPADRES","SANFRANCISCOGIANTS",2680,"Petco Park"
447483,2016-05-19,2016,"R","BALTIMOREORIOLES","SEATTLEMARINERS",2,"Oriole Park at Camden Yards"
447475,2016-05-19,2016,"R","MILWAUKEEBREWERS","CHICAGOCUBS",32,"Miller Park"
447474,2016-05-19,2016,"R","PITTSBURGHPIRATES","ATLANTABRAVES",31,"PNC Park"
447476,2016-05-19,2016,"R","CINCINNATIREDS","CLEVELANDINDIANS",2602,"Great American Ball Park"
447485,2016-05-19,2016,"R","NEWYORKMETS","WASHINGTONNATIONALS",3289,"Citi Field"
447477,2016-05-19,2016,"R","STLOUISCARDINALS","COLORADOROCKIES",2889,"Busch Stadium"
447484,2016-05-20,2016,"R","MINNESOTATWINS","TORONTOBLUEJAYS",3312,"Target Field"
447478,2016-05-20,2016,"R","CHICAGOWHITESOX","HOUSTONASTROS",4,"U.S. Cellular Field"
447482,2016-05-20,2016,"R","SANDIEGOPADRES","SANFRANCISCOGIANTS",2680,"Petco Park"
447479,2016-05-20,2016,"R","LOSANGELESANGELS","LOSANGELESDODGERS",1,"Angel Stadium of Anaheim"
447481,2016-05-20,2016,"R","OAKLANDATHLETICS","NEWYORKYANKEES",10,"Oakland Coliseum"
447491,2016-05-20,2016,"R","PITTSBURGHPIRATES","COLORADOROCKIES",31,"PNC Park"
447487,2016-05-20,2016,"R","PHILADELPHIAPHILLIES","ATLANTABRAVES",2681,"Citizens Bank Park"
447490,2016-05-20,2016,"R","BOSTONREDSOX","CLEVELANDINDIANS",3,"Fenway Park"
447496,2016-05-20,2016,"R","CINCINNATIREDS","SEATTLEMARINERS",2602,"Great American Ball Park"
447497,2016-05-20,2016,"R","DETROITTIGERS","TAMPABAYRAYS",2394,"Comerica Park"
447500,2016-05-20,2016,"R","MIAMIMARLINS","WASHINGTONNATIONALS",4169,"Marlins Park"
447494,2016-05-20,2016,"R","NEWYORKMETS","MILWAUKEEBREWERS",3289,"Citi Field"
447498,2016-05-21,2016,"R","HOUSTONASTROS","TEXASRANGERS",2392,"Minute Maid Park"
447499,2016-05-21,2016,"R","MINNESOTATWINS","TORONTOBLUEJAYS",3312,"Target Field"
447492,2016-05-21,2016,"R","CHICAGOWHITESOX","KANSASCITYROYALS",4,"U.S. Cellular Field"
447486,2016-05-21,2016,"R","STLOUISCARDINALS","ARIZONADIAMONDBACKS",2889,"Busch Stadium"
447495,2016-05-21,2016,"R","OAKLANDATHLETICS","NEWYORKYANKEES",10,"Oakland Coliseum"
447488,2016-05-21,2016,"R","LOSANGELESANGELS","BALTIMOREORIOLES",1,"Angel Stadium of Anaheim"
447489,2016-05-21,2016,"R","SANFRANCISCOGIANTS","CHICAGOCUBS",2395,"AT&T Park"
447493,2016-05-21,2016,"R","SANDIEGOPADRES","LOSANGELESDODGERS",2680,"Petco Park"
447514,2016-05-21,2016,"R","MINNESOTATWINS","TORONTOBLUEJAYS",3312,"Target Field"
447507,2016-05-21,2016,"R","CHICAGOWHITESOX","KANSASCITYROYALS",4,"U.S. Cellular Field"
447502,2016-05-21,2016,"R","PHILADELPHIAPHILLIES","ATLANTABRAVES",2681,"Citizens Bank Park"
447505,2016-05-21,2016,"R","BOSTONREDSOX","CLEVELANDINDIANS",3,"Fenway Park"
447506,2016-05-21,2016,"R","PITTSBURGHPIRATES","COLORADOROCKIES",31,"PNC Park"
447501,2016-05-21,2016,"R","STLOUISCARDINALS","ARIZONADIAMONDBACKS",2889,"Busch Stadium"
447510,2016-05-21,2016,"R","OAKLANDATHLETICS","NEWYORKYANKEES",10,"Oakland Coliseum"
447511,2016-05-21,2016,"R","CINCINNATIREDS","SEATTLEMARINERS",2602,"Great American Ball Park"
447512,2016-05-21,2016,"R","DETROITTIGERS","TAMPABAYRAYS",2394,"Comerica Park"
447509,2016-05-21,2016,"R","NEWYORKMETS","MILWAUKEEBREWERS",3289,"Citi Field"
447504,2016-05-21,2016,"R","SANFRANCISCOGIANTS","CHICAGOCUBS",2395,"AT&T Park"
447513,2016-05-21,2016,"R","HOUSTONASTROS","TEXASRANGERS",2392,"Minute Maid Park"
447515,2016-05-21,2016,"R","MIAMIMARLINS","WASHINGTONNATIONALS",4169,"Marlins Park"
447503,2016-05-22,2016,"R","LOSANGELESANGELS","BALTIMOREORIOLES",1,"Angel Stadium of Anaheim"
447508,2016-05-22,2016,"R","SANDIEGOPADRES","LOSANGELESDODGERS",2680,"Petco Park"
447526,2016-05-22,2016,"R","CINCINNATIREDS","SEATTLEMARINERS",2602,"Great American Ball Park"
447527,2016-05-22,2016,"R","DETROITTIGERS","TAMPABAYRAYS",2394,"Comerica Park"
447530,2016-05-22,2016,"R","MIAMIMARLINS","WASHINGTONNATIONALS",4169,"Marlins Park"
447524,2016-05-22,2016,"R","NEWYORKMETS","MILWAUKEEBREWERS",3289,"Citi Field"
447520,2016-05-22,2016,"R","BOSTONREDSOX","CLEVELANDINDIANS",3,"Fenway Park"
447517,2016-05-22,2016,"R","PHILADELPHIAPHILLIES","ATLANTABRAVES",2681,"Citizens Bank Park"
447528,2016-05-22,2016,"R","HOUSTONASTROS","TEXASRANGERS",2392,"Minute Maid Park"
447529,2016-05-22,2016,"R","MINNESOTATWINS","TORONTOBLUEJAYS",3312,"Target Field"
447522,2016-05-22,2016,"R","CHICAGOWHITESOX","KANSASCITYROYALS",4,"U.S. Cellular Field"
447516,2016-05-22,2016,"R","STLOUISCARDINALS","ARIZONADIAMONDBACKS",2889,"Busch Stadium"
447518,2016-05-22,2016,"R","LOSANGELESANGELS","BALTIMOREORIOLES",1,"Angel Stadium of Anaheim"
447525,2016-05-22,2016,"R","OAKLANDATHLETICS","NEWYORKYANKEES",10,"Oakland Coliseum"
447523,2016-05-22,2016,"R","SANDIEGOPADRES","LOSANGELESDODGERS",2680,"Petco Park"
447519,2016-05-23,2016,"R","SANFRANCISCOGIANTS","CHICAGOCUBS",2395,"AT&T Park"
447521,2016-05-22,2016,"R","PITTSBURGHPIRATES","COLORADOROCKIES",31,"PNC Park"
447533,2016-05-23,2016,"R","CHICAGOWHITESOX","CLEVELANDINDIANS",4,"U.S. Cellular Field"
447535,2016-05-23,2016,"R","WASHINGTONNATIONALS","NEWYORKMETS",3309,"Nationals Park"
447537,2016-05-23,2016,"R","DETROITTIGERS","PHILADELPHIAPHILLIES",2394,"Comerica Park"
447539,2016-05-23,2016,"R","MIAMIMARLINS","TAMPABAYRAYS",4169,"Marlins Park"
447547,2016-05-24,2016,"R","TEXASRANGERS","LOSANGELESANGELS",13,"Globe Life Park in Arlington"
447534,2016-05-24,2016,"R","MINNESOTATWINS","KANSASCITYROYALS",3312,"Target Field"
447531,2016-05-24,2016,"R","STLOUISCARDINALS","CHICAGOCUBS",2889,"Busch Stadium"
447532,2016-05-24,2016,"R","LOSANGELESDODGERS","CINCINNATIREDS",22,"Dodger Stadium"
447536,2016-05-24,2016,"R","SEATTLEMARINERS","OAKLANDATHLETICS",680,"Safeco Field"
447538,2016-05-24,2016,"R","SANFRANCISCOGIANTS","SANDIEGOPADRES",2395,"AT&T Park"
447553,2016-05-24,2016,"R","MIAMIMARLINS","TAMPABAYRAYS",4169,"Marlins Park"
447549,2016-05-24,2016,"R","WASHINGTONNATIONALS","NEWYORKMETS",3309,"Nationals Park"
447540,2016-05-24,2016,"R","PITTSBURGHPIRATES","ARIZONADIAMONDBACKS",31,"PNC Park"
447554,2016-05-24,2016,"R","NEWYORKYANKEES","TORONTOBLUEJAYS",3313,"Yankee Stadium"
447545,2016-05-24,2016,"R","BOSTONREDSOX","COLORADOROCKIES",3,"Fenway Park"
447542,2016-05-24,2016,"R","STLOUISCARDINALS","CHICAGOCUBS",2889,"Busch Stadium"
447551,2016-05-24,2016,"R","DETROITTIGERS","PHILADELPHIAPHILLIES",2394,"Comerica Park"
447548,2016-05-24,2016,"R","ATLANTABRAVES","MILWAUKEEBREWERS",16,"Turner Field"
447562,2016-05-25,2016,"R","TEXASRANGERS","LOSANGELESANGELS",13,"Globe Life Park in Arlington"
447541,2016-05-25,2016,"R","HOUSTONASTROS","BALTIMOREORIOLES",2392,"Minute Maid Park"
447546,2016-05-25,2016,"R","MINNESOTATWINS","KANSASCITYROYALS",3312,"Target Field"
