"Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","FPTS","FPTS_G","SPTS","SPTS_G","ADP","Pos","minpos","UPURL","teamid","League","PlayerName","xMLBAMID","playerids","playerid","projection_system","projection_type","season"
"NYM","Mets",11.937,33.2476,36.947,7.27302,4.66799,1.52761,0.0558634,1.02155,3.9202,3.77416,2.84019,0.060868,9.48408,0.495009,0.216155,0.148094,0.601966,0.503339,0.13816,0.218753,0.288275,0.360237,0.648512,0.285283,0.0768721,0.256694,0.299469,0.141484,4.11925,0.272299,,,3.53248,-0.833092,-0.01,-0.00834374,-0.00834374,-0.00292869,-0.695221645757556,-0.562638888135552,84.3142,32.3,2.691666666,32.3,2.691666666,999,0.8125,"1B/DH","/players/jared-young/20404/stats/batting",25,"NL","Jared Young",676724,"20404","20404","batx","thebatx",2026
"MIL","Brewers",8.501,27.9021,31.215,5.87698,3.70076,1.15285,0.178387,0.844988,3.44189,3.18033,2.89675,0.100597,8.91497,0.150972,0.16451,0.100626,0.373706,0.991511,0.249332,0.210628,0.286835,0.355585,0.64242,0.282314,0.0927998,0.285599,0.324931,0.144956,5.79591,0.274872,,,2.90921,-0.779087,0.02,0.0523096,0.0523096,-0.00332411,-0.69745559245348,-0.373564820736647,79.734,28.8,3.2,28.8,3.2,999,0,"OF","/players/akil-baddoo/22168/stats/batting",23,"NL","Akil Baddoo",668731,"22168","22168","batx","thebatx",2026
"WSN","Nationals",5.323,18.5109,20.86,4.17045,3.00084,0.774703,0.0613679,0.333546,2.09954,1.76816,1.91053,0.0155599,5.16989,0.25024,0.108113,0.0802305,0.434852,0.462864,0.102177,0.225297,0.304682,0.327836,0.632518,0.283455,0.0915883,0.247837,0.36955,0.102538,4.7647,0.292546,,,1.96346,-0.501314,0,0.0167569,0.0167569,-0.00363619,-0.483122125267982,-0.246435180306435,79.7812,12.3,2.46,12.3,2.46,999,0,"OF","/players/christian-franklin/sa3017510/stats/batting",24,"NL","Christian Franklin",681047,"sa3017510","sa3017510","batx","thebatx",2026
"WSN","Nationals",3.711,10.2278,11.357,2.09212,1.53499,0.407322,0.0362484,0.113558,0.905344,0.873026,0.95026,0.00874648,2.92456,0.0528807,0.0729977,0.0530772,0.21034,0.0707103,0.0243997,0.204552,0.273822,0.284774,0.558596,0.251652,0.0836717,0.257512,0.324924,0.0802219,3.31407,0.272429,,,0.775735,-0.566182,-0.01,-0.0125482,-0.0125482,-0.0039179,-0.577949178405106,0.161805545911193,57.9952,4.2,1.05,4.2,1.05,999,0,"2B/3B/SS","/players/sergio-alcantara/16417/stats/batting",24,"NL","Sergio Alcántara",642727,"16417","16417","batx","thebatx",2026
"NYM","Mets",2.741,7.86086,8.619,1.58103,1.07224,0.297065,0.0489918,0.162735,0.870257,0.691613,0.618698,0.00103575,2.72362,0.0594378,0.0423628,0.0376408,0.141835,0.134114,0.0428245,0.201127,0.263264,0.313488,0.576752,0.256082,0.071783,0.316002,0.22716,0.112361,5.14417,0.282705,,,0.619717,-0.398685,-0.01,-0.00226319,-0.00226319,-0.00488883,-0.366838936926797,0.0322993788868189,64.3108,6.2,2.066666666,6.2,2.066666666,999,0.03571429,"OF","/players/cristian-pache/19948/stats/batting",25,"NL","Cristian Pache",665506,"19948","19948","batx","thebatx",2026
"BOS","Red Sox",4.218,11.7028,12.679,2.52986,1.87427,0.482293,0.0231872,0.150112,1.05538,1.08655,0.674436,0.00281563,2.80212,0.122698,0.0844157,0.0946052,0.245154,0.0627618,0.0248089,0.216175,0.264375,0.29983,0.564205,0.250626,0.0531931,0.221004,0.240688,0.0836552,3.0681,0.269354,,,0.855471,-0.64265,0,-0.0152244,-0.0152244,-0.00494488,-0.717654500156641,0.232932835817337,52.9948,7.8,1.95,7.8,1.95,999,0,"C","/players/jason-delay/19806/stats/batting",3,"AL","Jason Delay",641511,"19806","19806","batx","thebatx",2026
"HOU","Astros",12.741,36.0105,40.753,7.40778,4.58953,1.48152,0.168084,1.16865,4.72419,3.88337,3.98662,0.0593547,12.0259,0.386533,0.284415,0.0849743,0.518633,0.997307,0.243348,0.205712,0.289686,0.353548,0.643234,0.284342,0.097824,0.295092,0.331503,0.147836,5.40594,0.270088,,,3.86524,-0.950039,0.01,0.0410294,0.0410294,-0.00503199,-0.871973436325788,-0.579861095175147,80.9918,29.4,2.261538461,29.4,2.261538461,999,0.01666667,"OF","/players/taylor-trammell/19960/stats/batting",21,"AL","Taylor Trammell",666211,"19960","19960","batx","thebatx",2026
"KCR","Royals",13.594,44.8761,50.268,9.19388,5.7718,1.92552,0.346487,1.15007,5.64417,4.63189,4.5709,0.0597194,16.0491,0.366626,0.32243,0.131986,0.598713,1.4081,0.334221,0.204873,0.281861,0.340105,0.621967,0.275181,0.0909307,0.31927,0.284808,0.135233,6.13036,0.287285,,,4.39382,-1.54573,0.15,0.0744457,0.0744457,-0.00531758,-1.63841927051544,-0.143697530031204,71.0893,37.5,2.678571428,37.5,2.678571428,999,0.01388889,"OF","/players/kameron-misner/26374/stats/batting",7,"AL","Kameron Misner",670224,"26374","26374","batx","thebatx",2026
"SEA","Mariners",1.925,6.20569,6.941,1.14111,0.565342,0.218749,0.0183888,0.338625,0.781048,0.945555,0.606967,0.00388668,2.70156,0.0757825,0.0363843,0.0161802,0.0626094,0.0729399,0.022912,0.183881,0.263379,0.388758,0.652137,0.283709,0.0874467,0.389218,0.224673,0.204877,4.40182,0.250627,,,0.654754,-0.165379,-0.03,-0.00300872,-0.00300872,-0.00542154,-0.11335403076373,-0.178533939644694,86.5116,2.6,1.3,2.6,1.3,999,0.1641791,"3B","/players/patrick-wisdom/13602/stats/batting",11,"AL","Patrick Wisdom",621550,"13602","13602","batx","thebatx",2026
"PIT","Pirates",3.732,10.4623,11.503,2.48517,1.76862,0.504276,0.0518887,0.160395,1.26619,0.963032,0.812991,0.0224633,2.25603,0.0679805,0.0839271,0.0757937,0.203733,0.379477,0.095865,0.237536,0.294573,0.341647,0.63622,0.280295,0.0706765,0.196125,0.360364,0.104111,5.69467,0.285957,,,1.05321,-0.305955,0,0.0192937,0.0192937,-0.00572048,-0.311822663992643,-0.126796737313271,75.7129,7.1,1.775,7.1,1.775,999,0.17857143,"2B/OF","/players/ronny-simon/25346/stats/batting",27,"NL","Ronny Simon",682927,"25346","25346","batx","thebatx",2026
"SDP","Padres",1.461,5.94058,6.411,1.42081,0.958089,0.291047,0.0118431,0.159831,0.637023,0.767699,0.351282,0.0298356,1.73806,0.0658003,0.0452335,0.0081011,0.117442,0.0195804,0.0046787,0.23917,0.287041,0.372865,0.659906,0.286204,0.0547937,0.271106,0.202111,0.133695,2.8174,0.308465,,,0.617747,-0.139762,0,-0.00688139,-0.00688139,-0.00596665,-0.153833412565291,-0.117779977619648,80.66,-0.4,-0.4,-0.4,-0.4,999,0,"1B/OF","/players/leandro-cedeno/sa873307/stats/batting",29,"NL","Leandro Cedeño",660681,"sa873307","sa873307","batx","thebatx",2026
"CLE","Guardians",14.827,32.6892,35.593,6.99207,4.63888,1.48865,0.158411,0.706124,3.42112,3.2526,2.38782,0.0254906,10.3031,0.202384,0.235234,0.0783199,0.469414,0.576658,0.123477,0.213895,0.269812,0.33393,0.603742,0.265613,0.0670868,0.289469,0.231758,0.120035,4.84146,0.28683,,,2.83461,-1.37098,0.24,0.0172101,0.0172101,-0.00609983,-1.29586094245315,0.011188268661499,68.6995,26.4,1.76,26.4,1.76,999,0,"OF","/players/petey-halpin/27931/stats/batting",5,"AL","Petey Halpin",690984,"27931","27931","batx","thebatx",2026
"BOS","Red Sox",3.803,9.29083,10.169,2.09169,1.52167,0.417757,0.0270834,0.125179,0.945407,0.876604,0.65727,0.0149863,2.2914,0.096248,0.0693009,0.0553469,0.187497,0.135481,0.0392394,0.225135,0.281324,0.31635,0.597674,0.265118,0.0646347,0.225332,0.286841,0.0912147,4.26589,0.283215,,,0.805761,-0.395784,0,-0.00389423,-0.00389423,-0.00616532,-0.447624140419066,0.0373640507459641,62.9773,5.2,1.3,5.2,1.3,999,0,"3B","/players/vinny-capra/25040/stats/batting",3,"AL","Vinny Capra",681962,"25040","25040","batx","thebatx",2026
"ATL","Braves",13.925,21.0828,22.831,4.33856,2.92441,0.910504,0.10766,0.395986,2.46808,1.81723,1.3791,0.0167244,6.76435,0.164559,0.143541,0.0609996,0.264173,0.861662,0.239345,0.205787,0.258332,0.315534,0.573867,0.253093,0.0604049,0.296279,0.203878,0.109747,6.18323,0.280291,,,1.58616,-1.1115,0,0.0449301,0.0449301,-0.00685772,-1.07828463241458,0.251664459705353,58.4909,9.2,0.657142857,9.2,0.657142857,999,0.07894737,"3B/OF","/players/luke-williams/19931/stats/batting",16,"NL","Luke Williams",663897,"19931","19931","batx","thebatx",2026
"ATH","Athletics",4.622,11.1908,12.208,2.14772,1.45825,0.390623,0.00835711,0.290485,1.06034,1.12658,0.758237,0.000544355,3.98856,0.122555,0.0700153,0.0609556,0.20998,0.02972,0.0133214,0.191919,0.249433,0.306191,0.555624,0.246547,0.0621099,0.326717,0.190103,0.114272,2.40914,0.266014,,,0.783258,-0.659211,0,-0.0149493,-0.0149493,-0.00690119,-0.711911408230662,0.224279835820198,51.5613,3.2,0.64,3.2,0.64,999,0,"C","/players/chad-wallach/17161/stats/batting",10,"AL","Chad Wallach",595453,"17161","17161","batx","thebatx",2026
"ATH","Athletics",42.525,137.456,150.869,31.6151,19.5316,7.2363,0.398775,4.44845,15.9628,16.785,10.9657,0.225545,32.7308,0.932251,1.31825,0.196358,2.43419,0.576244,0.185583,0.230001,0.288792,0.385536,0.674328,0.293055,0.0726838,0.216949,0.335028,0.155534,3.21471,0.267401,,,15.3765,-2.44987,-0.21,-0.16675,-0.16675,-0.00708453,-3.08315995335579,-2.17874999344349,83.5988,138,3.209302325,138,3.209302325,999,0.03225806,"OF","/players/carlos-cortes/21842/stats/batting",10,"AL","Carlos Cortes",666126,"21842","21842","batx","thebatx",2026
"PHI","Phillies",11.752,40.2947,45.095,8.69419,5.57369,1.85041,0.104916,1.16517,4.97894,4.59128,3.99434,0.206511,12.107,0.516687,0.230116,0.0591171,0.697653,1.19453,0.203647,0.215765,0.293215,0.353643,0.646858,0.2848,0.0885762,0.268477,0.329921,0.137878,4.99844,0.276267,,,4.29383,-1.03449,0,0.090296,0.090296,-0.00736583,-1.02824106812477,-0.544074058532715,79.072,42.5,3.541666666,42.5,3.541666666,999,0,"OF","/players/gabriel-rincones/sa3020758/stats/batting",26,"NL","Gabriel Rincones Jr.",687282,"sa3020758","sa3020758","batx","thebatx",2026
"NYY","Yankees",6.221,16.3299,18.145,3.02946,1.99377,0.60832,0.0229073,0.404468,1.68608,1.58069,1.596,0.0090569,6.44411,0.0927702,0.106634,0.019693,0.257717,0.197504,0.0638266,0.185516,0.260312,0.299879,0.560191,0.250913,0.0879579,0.355145,0.247667,0.114363,3.78296,0.27378,,,1.22849,-0.91548,0,-0.0108884,-0.0108884,-0.00752215,-0.898053782992065,0.200011029839516,58.5165,9.7,1.616666666,9.7,1.616666666,999,0.28,"SS","/players/marco-luciano/25616/stats/batting",9,"AL","Marco Luciano",682617,"25616","25616","batx","thebatx",2026
"ATL","Braves",14.324,43.6985,48.146,9.32303,6.46253,2.07967,0.0724302,0.708399,4.50596,4.04019,3.32359,0.157832,11.6159,0.352052,0.355699,0.416191,0.722948,0.858642,0.25478,0.213349,0.272339,0.312889,0.585227,0.258715,0.0690315,0.241263,0.286125,0.0995396,4.34926,0.271499,,,3.56466,-2.12416,0.1,0.00150469,0.00150469,-0.00789002,-2.14736172812991,0.468415625393391,62.3422,32.5,2.321428571,32.5,2.321428571,999,0.03846154,"2B","/players/brett-wisely/27735/stats/batting",16,"NL","Brett Wisely",689172,"27735","27735","batx","thebatx",2026
"HOU","Astros",3.588,5.83086,6.329,1.17019,0.817128,0.243703,0.00561702,0.103744,0.617223,0.498962,0.381413,0.00486036,1.74503,0.063371,0.035685,0.0176735,0.091586,0.19547,0.027773,0.20069,0.255885,0.297789,0.553674,0.246185,0.0602643,0.27572,0.218571,0.0970989,5.20534,0.265433,,,0.404205,-0.343615,0,0.0194218,0.0194218,-0.00791416,-0.318441446870565,0.0232547037303448,54.7068,-0.4,-0.1,-0.4,-0.1,999,0,"2B","/players/jack-winkler/29830/stats/batting",21,"AL","Jack Winkler",676466,"29830","29830","batx","thebatx",2026
"ARI","Diamondbacks",4.013,12.1476,13.523,2.61391,1.74106,0.49821,0.0477446,0.326892,1.5298,1.31896,1.16594,0.0297376,4.62754,0.117078,0.0708288,0.0215667,0.211889,0.392321,0.0676072,0.215179,0.28863,0.344783,0.633413,0.27999,0.0862188,0.342198,0.251956,0.129604,5.69589,0.314843,,,1.23481,-0.36304,0,0.0310103,0.0310103,-0.00849906,-0.347196023911238,-0.185787037014961,76.4027,7.8,1.95,7.8,1.95,999,0,"OF","/players/kristian-robinson/sa3006884/stats/batting",15,"NL","Kristian Robinson",677565,"sa3006884","sa3006884","batx","thebatx",2026
"PIT","Pirates",21.133,57.33,63.237,12.5614,8.46383,2.63737,0.202454,1.25773,6.63995,5.45026,4.40808,0.128347,17.6475,0.504117,0.359851,0.634968,0.890594,1.83573,0.28657,0.219107,0.279122,0.337988,0.61711,0.271748,0.0697074,0.279069,0.249786,0.118881,5.4782,0.291447,,,5.35112,-2.12082,-0.16,0.162334,0.162334,-0.0089699,-2.09680724143982,-0.0947747007012367,69.8576,52.7,2.509523809,52.7,2.509523809,999,0,"2B/OF","/players/tyler-callihan/27497/stats/batting",27,"NL","Tyler Callihan",682997,"27497","27497","batx","thebatx",2026
"CHW","White Sox",15.361,35.5337,39.14,8.01325,5.454,1.57009,0.189818,0.799335,4.30031,3.38825,2.80888,0.148453,9.14589,0.371198,0.321136,0.105053,0.451081,1.49095,0.331188,0.225511,0.286751,0.347866,0.634617,0.278126,0.0717649,0.233671,0.307119,0.122355,5.93605,0.278426,,,3.51473,-1.10996,0,0.106543,0.106543,-0.00926524,-1.00625598430634,-0.431437373161316,75.8774,34.9,2.326666666,34.9,2.326666666,999,0.05882353,"OF","/players/dustin-harris/25705/stats/batting",4,"AL","Dustin Harris",687957,"25705","25705","batx","thebatx",2026
"LAA","Angels",2.925,8.59689,9.511,1.95859,1.32944,0.344362,0.00258869,0.282192,0.931146,1.02964,0.720921,0.0302823,2.40303,0.119971,0.0596621,0.0135559,0.192409,0.031225,0.0128734,0.227825,0.294761,0.366959,0.66172,0.290212,0.0757987,0.252658,0.300005,0.139134,2.13095,0.28074,,,0.947403,-0.176394,0,-0.0131548,-0.0131548,-0.010119,-0.200561904348433,-0.225694432854652,83.2819,5.2,1.733333333,5.2,1.733333333,999,0,"1B/DH/OF","/players/trey-mancini/15149/stats/batting",1,"AL","Trey Mancini",641820,"15149","15149","batx","thebatx",2026
"CHW","White Sox",4.011,10.4559,11.625,2.04779,1.39668,0.409086,0.0542574,0.187767,1.15865,0.827522,0.932977,0.013849,3.88556,0.122378,0.0600925,0.0536252,0.174856,0.293808,0.0670131,0.19585,0.268175,0.299227,0.567402,0.254126,0.0802561,0.334241,0.240114,0.103377,5.74765,0.288703,,,0.817389,-0.556195,0,0.0152225,0.0152225,-0.0101276,-0.54181419685483,0.0427138432860374,59.3446,4.2,1.05,4.2,1.05,999,0,"3B","/players/oliver-dunn/26295/stats/batting",4,"AL","Oliver Dunn",686554,"26295","26295","batx","thebatx",2026
"ATH","Athletics",12.099,43.0851,47.705,8.71305,5.18202,2.06563,0.117955,1.34744,5.46316,4.31551,3.84567,0.0612527,16.9092,0.227374,0.255006,0.291896,0.51506,1.70776,0.229593,0.202229,0.269674,0.349469,0.619144,0.271836,0.0806135,0.354454,0.22743,0.147241,5.97595,0.293645,,,4.04021,-1.5965,0,0.186835,0.186835,-0.010433,-1.55718745291233,-0.186712965369225,68.9819,38.4,3.2,38.4,3.2,999,0,"OF","/players/junior-perez/sa3005744/stats/batting",10,"AL","Junior Perez",678577,"sa3005744","sa3005744","batx","thebatx",2026
"ATL","Braves",3.735,7.85585,8.853,1.37344,0.941985,0.233143,0.00346749,0.194844,0.73003,0.772656,0.676336,0.00375075,2.99507,0.0854485,0.0523155,0.0814915,0.145736,0.0224,0.011084,0.17483,0.246279,0.279798,0.526076,0.236824,0.0763962,0.338311,0.225816,0.104968,2.12912,0.249795,,,0.498116,-0.547934,0,-0.0112821,-0.0112821,-0.0109039,-0.563759081065655,0.162643298506737,47.3462,0.6,0.15,0.6,0.15,999,0,"C","/players/sandy-leon/5273/stats/batting",16,"NL","Sandy León",506702,"5273","5273","batx","thebatx",2026
"TOR","Blue Jays",7.174,25.1417,27.439,6.13602,4.21785,1.00781,0,0.910365,3.00157,3.27306,1.87199,0.0443283,5.3627,0.189676,0.202731,0.0328642,0.711112,0.0606602,0.0236376,0.244057,0.299118,0.39277,0.691888,0.301118,0.0682236,0.195441,0.349075,0.148713,2.08281,0.274005,,,2.97619,-0.265938,0,-0.0387106,-0.0387106,-0.0111888,-0.27879548817873,-0.774969100952148,92.5762,26.9,3.842857142,26.9,3.842857142,999,0.98850575,"DH/OF","/players/eloy-jimenez/17484/stats/batting",14,"AL","Eloy Jiménez",650391,"17484","17484","batx","thebatx",2026
"PIT","Pirates",4.272,12.5368,13.773,2.5803,1.74084,0.525899,0.0156993,0.297855,1.23045,1.34932,0.911041,0.0101289,3.06983,0.197613,0.0994918,0.028033,0.221954,0.0653502,0.0159215,0.205818,0.268386,0.321546,0.589931,0.261521,0.0661469,0.222888,0.296772,0.115728,2.84895,0.246255,,,1.05111,-0.576278,0,-0.0121947,-0.0121947,-0.01123,-0.618599314242601,0.0506062619388103,62.8516,9.7,2.425,9.7,2.425,999,0.08695652,"3B","/players/davis-wendzel/26469/stats/batting",27,"NL","Davis Wendzel",673995,"26469","26469","batx","thebatx",2026
"ATH","Athletics",15.233,43.4279,46.977,10.8387,7.43616,2.19619,0,1.20632,4.87542,5.24369,2.73861,0.123655,9.05538,0.368974,0.385087,0.0564249,1.04556,0.101905,0.0412308,0.249578,0.297231,0.383482,0.680713,0.295823,0.0582969,0.192762,0.302429,0.133903,2.08855,0.287093,,,4.89346,-0.657236,0,-0.0652938,-0.0652938,-0.0116602,-0.867798283696175,-0.863040149211884,85.506,42.8,2.853333333,42.8,2.853333333,999,0.33333333,"1B/DH","/players/joey-meneses/14366/stats/batting",10,"AL","Joey Meneses",608841,"14366","14366","batx","thebatx",2026
"TOR","Blue Jays",8.747,23.9885,26.24,5.65398,3.84918,1.08955,0.0467311,0.668523,2.75055,2.81751,1.75199,0.0356864,4.48121,0.21149,0.236061,0.0519278,0.50332,0.130804,0.0470864,0.235695,0.290875,0.368616,0.659491,0.288165,0.0667678,0.170778,0.390963,0.132921,3.14939,0.261363,,,2.5702,-0.53026,0,-0.0312596,-0.0312596,-0.0118404,-0.536796275526285,-0.482069373130798,83.6538,27.9,3.1,27.9,3.1,999,0.24193548,"1B/DH/OF","/players/juan-yepez/18400/stats/batting",14,"AL","Juan Yepez",660766,"18400","18400","batx","thebatx",2026
"SEA","Mariners",5.7,16.9969,18.387,4.23373,3.29175,0.799747,0.0207697,0.121463,1.77572,1.48763,0.966945,0.0421638,1.76408,0.093007,0.140724,0.189376,0.369574,0.572812,0.1239,0.249088,0.2909,0.320022,0.610922,0.2695,0.0525885,0.0959416,0.548131,0.0709348,4.75266,0.269619,,,1.52236,-0.650205,-0.02,0.0353733,0.0353733,-0.0122861,-0.469045538455248,-0.28388886526227,76.724,13.2,2.2,13.2,2.2,999,0,"OF","/players/rhylan-thomas/31793/stats/batting",11,"AL","Rhylan Thomas",689041,"31793","31793","batx","thebatx",2026
"LAD","Dodgers",5.269,15.9729,17.359,3.41365,2.08021,0.667284,0.0588348,0.607315,1.99499,2.07209,1.15803,0.0647838,4.52205,0.0975613,0.110005,0.0205341,0.26801,0.233748,0.0553495,0.213715,0.269299,0.376923,0.646222,0.279499,0.0667105,0.260502,0.256085,0.163208,4.63991,0.256204,,,1.57816,-0.472937,0,0.0024888,0.0024888,-0.0128493,-0.459192000329494,-0.24393518269062,77.56,16.1,3.22,16.1,3.22,999,0,"OF","/players/ryan-ward/sa1169792/stats/batting",22,"NL","Ryan Ward",669899,"sa1169792","sa1169792","batx","thebatx",2026
,,7.006,18.7408,20.468,4.57785,3.34256,0.824874,0.0294287,0.380994,2.01865,2.06905,1.20731,0.00623762,4.61808,0.360016,0.127878,0.0319505,0.440623,0.0313649,0.0142567,0.244272,0.300703,0.352416,0.653119,0.288578,0.0589853,0.225624,0.261432,0.108144,2.22713,0.302593,,,2.01169,-0.406761,0,-0.0319377,-0.0319377,-0.0130747,-0.444488231092691,-0.376028805971146,82.9464,14.9,2.128571428,14.9,2.128571428,999,0,"2B","/players/donovan-solano/8623/stats/batting",-1,,"Donovan Solano",456781,"8623","8623","batx","thebatx",2026
"MIA","Marlins",4.023,12.8023,13.717,2.95502,2.01652,0.5458,0.0374588,0.355243,1.37906,1.46202,0.675327,0.00471782,3.80329,0.141248,0.0752868,0.0228287,0.273474,0.220382,0.0444894,0.230819,0.275416,0.362549,0.637965,0.278429,0.0492329,0.277269,0.177564,0.13173,4.59948,0.298171,,,1.23514,-0.385625,0,0.00718525,0.00718525,-0.0132502,-0.399624586105347,-0.186249986290932,74.9771,9.7,2.425,9.7,2.425,999,0,"OF","/players/riley-alderman/sa3022562/stats/batting",20,"NL","Kemp Alderman",694580,"sa3022562","sa3022562","batx","thebatx",2026
"NYM","Mets",3.881,11.5402,12.762,2.24943,1.56254,0.423948,0.0224981,0.24044,1.17452,1.06982,0.983138,0.023863,3.38195,0.107022,0.0883959,0.0432025,0.184946,0.177976,0.0656991,0.19492,0.262571,0.298061,0.560632,0.250154,0.0770363,0.265002,0.290701,0.10314,4.01064,0.250927,,,0.856181,-0.651748,0,-0.00866449,-0.00866449,-0.0141622,-0.60990786831826,0.0468915328383446,60.25,2.2,0.55,2.2,0.55,999,0.1,"2B/3B","/players/grae-kessinger/25813/stats/batting",25,"NL","Grae Kessinger",666197,"25813","25813","batx","thebatx",2026
"ATL","Braves",1.947,6.47976,6.957,1.4534,1.0216,0.275373,0.0127221,0.1437,0.643825,0.705701,0.325921,0.0025487,1.60424,0.0907315,0.0490014,0.0115844,0.14228,0.0182969,0.00520798,0.224298,0.269249,0.337252,0.606501,0.266213,0.0468479,0.230593,0.203162,0.112954,2.79344,0.273948,,,0.557442,-0.264581,0,-0.00795144,-0.00795144,-0.0176441,-0.276102930307388,-0.127810835838318,67.479,-0.4,-0.2,-0.4,-0.2,999,0,"1B","/players/tristin-english/26148/stats/batting",16,"NL","Tristin English",663536,"26148","26148","batx","thebatx",2026
"SDP","Padres",10.311,36.7131,39.58,8.36829,5.79122,1.5659,0.0560245,0.95515,3.77218,4.14521,2.03953,0.0523802,7.1299,0.476602,0.295586,0.0552171,0.827335,0.126541,0.0569134,0.227938,0.275382,0.351692,0.627074,0.274209,0.0515292,0.180139,0.286052,0.123754,2.54842,0.256301,,,3.42837,-1.24832,-0.05,-0.0524954,-0.0524954,-0.0179102,-1.12364912778139,-0.368240732699633,77.166,29,2.9,29,2.9,999,0,"1B/3B","/players/jose-miranda/20538/stats/batting",29,"NL","Jose Miranda",669304,"20538","20538","batx","thebatx",2026
"MIL","Brewers",3.816,13.5461,14.908,2.71549,1.87292,0.577543,0.0320863,0.232945,1.27733,1.29241,1.04429,0.0012162,4.29183,0.137606,0.0873871,0.0926027,0.267877,0.185129,0.03774,0.200463,0.263064,0.299425,0.562489,0.251234,0.0700493,0.287887,0.243322,0.0989621,3.985,0.272546,,,1.01322,-0.748278,0,0.00141169,0.00141169,-0.0182097,-0.732862693141215,0.0588888861238956,58.4429,8.7,2.175,8.7,2.175,999,0,"2B/SS","/players/ethan-murray/sa3017051/stats/batting",23,"NL","Ethan Murray",696140,"sa3017051","sa3017051","batx","thebatx",2026
"COL","Rockies",6.728,24.1932,26.517,5.90768,3.98909,1.22333,0.132798,0.562459,2.94898,2.76862,1.73983,0.0375091,6.37996,0.394912,0.149827,0.0392295,0.493861,0.461693,0.101839,0.244187,0.303742,0.375477,0.679219,0.297661,0.0656118,0.240599,0.272702,0.131289,5.00442,0.307186,,,2.80177,-0.331414,0,0.0104538,0.0104538,-0.0182227,-0.748853521421552,-0.311481475830078,75.8399,27.9,3.985714285,27.9,3.985714285,999,0,"OF","/players/sterlin-thompson/sa3019999/stats/batting",19,"NL","Sterlin Thompson",694514,"sa3019999","sa3019999","batx","thebatx",2026
