"Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","FPTS","FPTS_G","SPTS","SPTS_G","ADP","Pos","minpos","UPURL","teamid","League","PlayerName","xMLBAMID","playerids","playerid","projection_system","projection_type","season"
"BOS","Red Sox",45.938,163.372,188.132,37.949,23.6079,7.36289,0.18905,6.78921,20.6839,24.1763,21.8036,1.52675,47.1144,1.42209,1.33642,0.197425,3.27205,0.234487,0.146195,0.232285,0.325511,0.404338,0.729849,0.317743,0.115895,0.250433,0.462781,0.172052,1.87299,0.281212,,,22.9453,0.716051,-0.03,-0.312073,-0.312073,0.201537,-0.48304083943367,-4.0223374646157,99.229,204.9,4.454347826,204.9,4.454347826,743.090026855469,0,"1B","/players/triston-casas/22514/stats/batting",3,"AL","Triston Casas",671213,"22514","22514","batx","thebatx",2026
"CHW","White Sox",56.962,198.917,218.843,43.769,27.7877,8.34697,0.621149,7.01321,23.9526,23.1712,16.2047,0.175033,69.5667,2.25629,1.14458,0.320169,3.41222,3.55765,1.01394,0.220036,0.284776,0.374014,0.65879,0.288332,0.0740471,0.317884,0.232938,0.153978,4.53993,0.297661,,,21.4652,-4.3928,0.69,-0.00786143,-0.00786143,0.200794,-4.416514207609,-1.15315514802933,82.9077,200.9,3.524561403,200.9,3.524561403,999,0,"OF","/players/everson-pereira/23695/stats/batting",4,"AL","Everson Pereira",677592,"23695","23695","batx","thebatx",2026
,,58.054,197.402,229.273,45.5112,30.2579,8.37303,0.476819,6.40348,26.7654,23.4894,27.1192,0.946001,50.1114,2.58535,1.44437,0.721897,4.20073,3.42934,1.15176,0.230551,0.329098,0.375114,0.704212,0.311724,0.118283,0.218567,0.541178,0.144563,3.95883,0.274765,,,26.8426,-0.247811,-0.49,-0.175405,-0.175405,0.196641,-0.488068148493767,-5.34955191612244,98.8462,233.1,4.018965517,233.1,4.018965517,999,0.91666667,"OF","/players/jesse-winker/13590/stats/batting",-1,,"Jesse Winker",608385,"13590","13590","batx","thebatx",2026
"MIL","Brewers",53.401,169.851,186.475,35.3433,22.9737,6.78394,1.48135,4.1043,23.3035,14.8573,13.6724,0.265673,50.5865,1.00814,1.04353,0.900388,1.10195,15.137,2.86165,0.208084,0.269561,0.337961,0.607522,0.266976,0.07332,0.271278,0.270277,0.129876,8.02948,0.26883,,,15.0571,-6.97638,-0.02,1.60867,1.60867,0.192006,-5.19254422187805,0.86513314768672,69.2269,154.7,2.918867924,154.7,2.918867924,738.919982910156,0.04705882,"2B/SS","/players/david-hamilton/27531/stats/batting",23,"NL","David Hamilton",666152,"27531","27531","batx","thebatx",2026
"LAD","Dodgers",47.1,152.892,164.611,37.1756,27.3652,6.67855,1.14251,1.98941,19.8702,13.9456,9.40142,0.284033,37.7334,0.850468,1.08271,0.384002,2.77599,6.24658,1.34038,0.243149,0.288792,0.340811,0.629604,0.276258,0.057113,0.229228,0.249154,0.0976622,6.47173,0.30797,,,14.5321,-4.91791,0,0.453947,0.453947,0.188897,-4.35722234845161,0.72685182094574,75.3397,137.6,2.927659574,137.6,2.927659574,727.179992675781,0,"2B","/players/hyeseong-kim/35322/stats/batting",22,"NL","Hyeseong Kim",808975,"35322","35322","batx","thebatx",2026
"ARI","Diamondbacks",106.484,374.83,408.091,90.4146,59.9921,19.0194,2.47775,8.9254,46.263,41.9759,24.1204,0.856603,95.9252,3.42529,2.36239,3.35274,8.44637,7.83813,2.18326,0.241215,0.291449,0.376613,0.668061,0.290727,0.0591055,0.235058,0.251451,0.135398,5.40872,0.299217,,,40.8211,-7.39801,-1.93,0.101303,0.101303,0.18887,-7.75439564883709,-3.97688210010529,83.7582,370.7,3.497169811,370.7,3.497169811,999,0.00714286,"OF","/players/alek-thomas/23792/stats/batting",15,"NL","Alek Thomas",677950,"23792","23792","batx","thebatx",2026
"MIN","Twins",48.413,160.271,178.847,39.5899,28.8631,7.67884,0.830152,2.21781,19.4107,15.2909,13.6753,0.534549,30.608,3.4929,1.1695,0.238242,4.01426,2.94348,0.784031,0.247018,0.317779,0.346803,0.664582,0.294965,0.0764635,0.171141,0.446787,0.0997846,4.83761,0.290574,,,18.5054,-2.62676,0.9,-0.0327322,-0.0327322,0.18861,-2.77800341323018,-1.53414618968964,86.9764,165.6,3.45,165.6,3.45,999,0,"OF","/players/alan-roden/31564/stats/batting",8,"AL","Alan Roden",702176,"31564","31564","batx","thebatx",2026
"WSN","Nationals",24.409,82.1907,91.1,16.8753,10.7087,3.37909,0.123311,2.66417,8.42506,10.0497,6.38064,0.0705287,31.3131,1.83507,0.472179,0.221417,1.57064,0.275735,0.108782,0.205319,0.276094,0.346675,0.622769,0.275217,0.07004,0.343722,0.203769,0.141357,2.68538,0.291896,,,7.96552,-2.79865,-0.17,-0.113868,-0.113868,0.188058,-2.90625280886889,1.71341045200825,74.138,74.1,3.0875,74.1,3.0875,999,0.01219512,"C","/players/riley-adams/19864/stats/batting",24,"NL","Riley Adams",656180,"19864","19864","batx","thebatx",2026
"TEX","Rangers",47.983,175.314,200.994,39.4122,24.8207,8.1286,0.216259,6.24657,22.4012,22.1556,22.5244,0.421607,47.1466,1.54985,1.35541,0.250734,3.62713,1.0154,0.366664,0.22481,0.316257,0.380535,0.696792,0.307261,0.112065,0.234567,0.477752,0.155726,2.75865,0.269036,,,22.8035,-0.945524,-0.06,-0.267081,-0.267081,0.183475,-0.833300292491913,-4.29130512103438,97.6098,199.9,4.164583333,199.9,4.164583333,999,0.94488189,"OF","/players/andrew-mccutchen/9847/stats/batting",13,"AL","Andrew McCutchen",457705,"9847","9847","batx","thebatx",2026
"SDP","Padres",41.068,146.698,162.917,36.7533,26.6375,5.94026,0.225776,3.94976,17.415,17.4836,9.45457,0.143851,29.6732,5.28752,1.26713,0.209717,4.12987,0.30116,0.154404,0.250537,0.316491,0.374882,0.691373,0.305137,0.058033,0.182137,0.318623,0.124345,2.38538,0.286889,,,18.2026,-1.0473,-0.03,-0.275224,-0.275224,0.182792,-0.593299120664597,-3.04038575105369,98.3527,157.2,3.834146341,157.2,3.834146341,999,0.03846154,"1B","/players/ty-france/17982/stats/batting",29,"NL","Ty France",664034,"17982","17982","batx","thebatx",2026
"PIT","Pirates",39.44,140.593,152.612,35.3107,25.6408,6.68576,0.550618,2.43361,16.4066,14.633,9.65799,0.520618,34.6085,1.20309,0.94832,0.209988,2.88456,3.43745,1.1002,0.251157,0.302961,0.358472,0.661433,0.289789,0.0632846,0.226775,0.279064,0.107316,4.78282,0.314617,,,15.1495,-2.88278,-0.15,-0.000597065,-0.000597065,0.182763,-3.21719462174224,-0.0739197805523872,82.2166,135.7,3.479487179,135.7,3.479487179,999,0,"2B","/players/nick-yorke/27504/stats/batting",27,"NL","Nick Yorke",694377,"27504","27504","batx","thebatx",2026
"BOS","Red Sox",52.503,192.426,212.754,51.6541,36.295,9.90495,0.482562,4.97158,23.7388,24.5368,15.153,0.679443,26.6621,3.22435,1.61374,0.337291,5.57425,1.79019,0.585356,0.268436,0.329689,0.402435,0.732124,0.319537,0.0712229,0.125319,0.568334,0.133999,3.4769,0.287443,,,26.2582,1.1197,-0.01,-0.238118,-0.238118,0.18199,-0.121530711650848,-5.42234588600695,100.465,230.2,4.343396226,230.2,4.343396226,746.799987792969,0.88,"DH/OF","/players/masataka-yoshida/31837/stats/batting",3,"AL","Masataka Yoshida",807799,"31837","31837","batx","thebatx",2026
"MIA","Marlins",112.907,376.996,418.829,85.4388,55.3442,18.4475,0.95951,10.6876,42.7775,44.1499,35.82,1.17753,133.4,3.04517,2.14803,0.819597,6.49934,4.6491,1.08659,0.22663,0.297371,0.365702,0.663073,0.291198,0.0855241,0.318508,0.268515,0.139071,4.00887,0.318014,,,42.0552,-7.43266,1.83,-0.129322,-0.129322,0.178816,-8.20882725715637,-3.97797286510468,83.7238,384,3.398230088,384,3.398230088,610.97998046875,0.11111111,"OF","/players/owen-caissie/27496/stats/batting",20,"NL","Owen Caissie",683357,"27496","27496","batx","thebatx",2026
"TOR","Blue Jays",29.318,111.345,125.112,24.8292,14.1234,4.67055,0.154358,5.8809,14.7536,16.7387,11.3365,0.374141,27.3788,1.37485,0.93905,0.116157,1.84786,0.329967,0.108591,0.222993,0.300335,0.426162,0.726497,0.313826,0.0906109,0.218834,0.414062,0.203169,2.44177,0.239777,,,14.8612,0.0782599,0,-0.153161,-0.153161,0.178802,0.0429792404174805,-2.60152006149292,101.33,135.9,4.686206896,135.9,4.686206896,735.049987792969,0.54545455,"OF","/players/anthony-santander/14551/stats/batting",14,"AL","Anthony Santander",623993,"14551","14551","batx","thebatx",2026
"TBR","Rays",17.342,62.6611,68.583,14.3009,9.46161,2.94487,0.171552,1.72291,6.5798,7.65375,4.66486,0.113392,18.7137,0.692567,0.475312,0.0891631,1.19781,0.105852,0.0282027,0.228227,0.287009,0.363186,0.650195,0.284662,0.0680177,0.272862,0.249275,0.134959,2.63529,0.294569,,,6.52259,-1.58102,-0.23,-0.0874609,-0.0874609,0.178501,-1.72396963834763,1.10811723768711,79.7545,60.9,3.582352941,60.9,3.582352941,999,0,"C","/players/dominic-keegan/sa3020194/stats/batting",12,"AL","Dom Keegan",681371,"sa3020194","sa3020194","batx","thebatx",2026
"ARI","Diamondbacks",29.483,98.5075,111.609,21.8246,15.0806,3.96244,0.166599,2.61497,11.4321,11.0743,9.6968,0.0462887,20.5277,2.35846,0.805703,0.137102,2.1396,0.672678,0.28386,0.221552,0.304214,0.344797,0.649011,0.289576,0.0868819,0.183925,0.472377,0.123245,2.9576,0.252192,,,11.0599,-2.12756,-0.17,-0.160546,-0.160546,0.178294,-2.31967099010944,0.284984543919563,83.6321,101.9,3.513793103,101.9,3.513793103,999,0,"2B/3B","/players/luis-urias/16622/stats/batting",15,"NL","Luis Urías",649966,"16622","16622","batx","thebatx",2026
"NYM","Mets",106.623,400.416,438.359,93.1663,57.9093,17.3355,0.602673,17.3188,48.1689,55.6378,30.4697,0.754745,115.595,3.53379,3.52203,0.417591,8.16697,0.730961,0.302,0.232674,0.290381,0.408734,0.699115,0.302256,0.0695085,0.2637,0.263589,0.17606,2.202,0.279855,,,47.9521,-3.84339,-0.05,-0.579278,-0.579278,0.177906,-2.68789839744568,-10.1575592048466,95.9414,439.5,4.107476635,439.5,4.107476635,565.809997558594,0.3697479,"3B/DH","/players/mark-vientos/22184/stats/batting",25,"NL","Mark Vientos",668901,"22184","22184","batx","thebatx",2026
"NYM","Mets",44.298,146.662,168.925,33.1397,22.4896,6.37051,0.0703349,4.20932,18.4179,16.7585,19.2559,0.108267,38.3327,1.72068,0.955646,0.330922,3.29575,1.07691,0.475625,0.22596,0.320986,0.356458,0.677444,0.302643,0.113991,0.226921,0.502335,0.130498,2.63354,0.27533,,,18.5318,-1.42804,-0.46,-0.265629,-0.265629,0.175935,-1.02516308426857,-2.87542602419853,96.2063,157.7,3.584090909,157.7,3.584090909,999,0.20652174,"OF","/players/mike-tauchman/15274/stats/batting",25,"NL","Mike Tauchman",643565,"15274","15274","batx","thebatx",2026
"COL","Rockies",56.954,197.324,218.916,48.2872,33.4769,9.81516,1.47332,3.52185,24.0191,19.7665,14.8037,0.446324,59.6673,3.52525,1.35539,1.90735,3.94433,3.78318,1.00315,0.24471,0.306975,0.362928,0.669903,0.294659,0.0676227,0.272558,0.248104,0.118218,5.47264,0.330395,,,22.5969,-3.26975,0.65,0.00677018,0.00677018,0.17551,-6.79553122352809,1.22757577896118,73.7829,205.9,3.612280701,205.9,3.612280701,999,0,"2B/SS","/players/ryan-ritter/31500/stats/batting",19,"NL","Ryan Ritter",690022,"31500","31500","batx","thebatx",2026
"BOS","Red Sox",35.047,108.807,120.328,25.7376,17.5289,4.75497,0.370831,3.08286,13.2904,12.6616,9.36804,0.0808111,29.1941,1.10669,0.887873,0.158101,1.67697,2.72397,0.908203,0.236543,0.301343,0.37206,0.673402,0.295701,0.0778542,0.242621,0.320888,0.135517,4.7315,0.292628,,,12.5222,-1.69545,-0.12,-0.0114677,-0.0114677,0.175076,-2.27424692455679,-0.156056597828865,84.0448,112.2,3.205714285,112.2,3.205714285,999,0,"2B/3B","/players/andruw-monasterio/19455/stats/batting",3,"AL","Andruw Monasterio",655316,"19455","19455","batx","thebatx",2026
"BAL","Orioles",24.728,85.4699,93.166,20.332,13.5435,3.64162,0.415587,2.73132,11.591,9.1287,6.08981,0.17177,20.3924,0.283195,0.712375,0.610726,1.20101,3.80964,0.911232,0.237885,0.28853,0.386086,0.674617,0.292584,0.0653652,0.218883,0.298631,0.148201,6.14444,0.279117,,,9.4598,-1.54848,-0.38,0.258414,0.258414,0.172086,-1.10996589064598,-0.414691366255283,87.5383,89.6,3.584,89.6,3.584,999,0,"OF","/players/leody-taveras/18900/stats/batting",2,"AL","Leody Taveras",665750,"18900","18900","batx","thebatx",2026
"NYM","Mets",75.6,259.206,281.335,58.9403,38.1228,12.0453,2.30956,6.46277,31.8656,26.0135,14.2548,0.434947,64.6415,4.76748,1.87458,1.23171,3.2111,7.60959,2.00034,0.227388,0.278335,0.366476,0.644812,0.280853,0.0506686,0.229767,0.220522,0.139089,6.28075,0.276232,,,25.8865,-7.35541,0.53,0.328361,0.328361,0.171166,-5.91369488835335,-1.77341866493225,81.2798,240.6,3.165789473,240.6,3.165789473,999,0,"OF","/players/tyrone-taylor/13675/stats/batting",25,"NL","Tyrone Taylor",621438,"13675","13675","batx","thebatx",2026
"CHW","White Sox",24.925,83.931,91.692,20.1761,13.4629,4.21397,0.187043,2.31221,9.60512,9.42029,5.54663,0.189028,18.9088,1.47441,0.632146,0.107794,1.48476,1.25236,0.45295,0.240389,0.296963,0.377701,0.674664,0.294678,0.060492,0.20622,0.293337,0.137312,3.97421,0.282022,,,9.46606,-1.36806,-0.04,-0.0689999,-0.0689999,0.171086,-1.44369928538799,-0.0400000104144951,87.2795,81.3,3.252,81.3,3.252,999,0.04878049,"2B/3B","/players/curtis-mead/23986/stats/batting",4,"AL","Curtis Mead",678554,"23986","23986","batx","thebatx",2026
"SEA","Mariners",26.778,89.8661,99.096,19.1992,12.8181,3.76716,0.632138,1.9818,11.9812,7.80389,7.20824,0.104164,26.7643,0.934328,0.611506,0.47586,1.04571,5.87051,1.55351,0.213642,0.277243,0.335789,0.613032,0.27055,0.07274,0.270084,0.269323,0.122147,7.06786,0.278908,,,8.28915,-3.41981,0.08,0.400226,0.400226,0.170872,-2.23386824131012,0.493240728974342,77.4471,82.3,3.048148148,82.3,3.048148148,999,0,"2B","/players/ryan-bliss/29547/stats/batting",11,"AL","Ryan Bliss",669208,"29547","29547","batx","thebatx",2026
"LAD","Dodgers",33.97,112.604,123.204,28.1835,20.9652,4.94226,0.348927,1.92712,13.7227,11.526,7.72441,0.125509,16.087,0.747837,0.932784,1.19524,2.51584,1.53087,0.559852,0.25029,0.300436,0.35172,0.652156,0.28684,0.0626961,0.130572,0.480165,0.101431,4.05119,0.274872,,,11.9352,-2.62226,-0.31,-0.116604,-0.116604,0.169253,-2.65897706151009,0.214228391647339,82.5891,105.1,3.09117647,105.1,3.09117647,999,0.01709402,"2B/3B","/players/santiago-espinal/19997/stats/batting",22,"NL","Santiago Espinal",669289,"19997","19997","batx","thebatx",2026
"KCR","Royals",23.06,74.4526,82.005,16.0411,10.7539,2.91537,0,2.37184,7.71814,9.29509,5.45091,0.0957851,19.502,0.538898,0.468734,0.359912,1.64902,0.154243,0.0750772,0.215454,0.272285,0.350182,0.622467,0.273014,0.0664705,0.237814,0.279506,0.134729,1.92624,0.257679,,,7.02358,-2.66594,0.09,-0.109801,-0.109801,0.168141,-3.04839842021465,1.86932095885277,69.5962,61.1,2.656521739,61.1,2.656521739,999,0,"C","/players/elias-diaz/11680/stats/batting",7,"AL","Elias Díaz",553869,"11680","11680","batx","thebatx",2026
"TBR","Rays",39.198,124.467,142.891,29.2184,19.3443,5.69532,0.256426,3.92237,15.7575,15.7318,15.6978,0.0736903,37.81,1.61844,0.960036,0.147812,2.39679,0.897092,0.354006,0.234749,0.326003,0.379167,0.70517,0.312402,0.109859,0.264607,0.415177,0.144418,3.11547,0.302243,,,16.808,-0.0757183,-0.38,-0.207088,-0.207088,0.167139,-0.398419678211212,-2.88604509830475,98.8639,149.3,3.828205128,149.3,3.828205128,999,0.54347826,"DH/OF","/players/justyn-henry-malloy/29606/stats/batting",12,"AL","Justyn-Henry Malloy",669234,"29606","29606","batx","thebatx",2026
"MIA","Marlins",81.072,274.677,304.772,60.3444,39.088,12.9099,0.798997,7.54752,29.8751,31.8568,24.4354,0.776891,64.9861,2.83698,2.10098,0.721715,4.59243,4.10682,1.21903,0.219692,0.288165,0.354944,0.643109,0.282602,0.0801759,0.213229,0.376009,0.135252,4.13586,0.258499,,,28.4756,-7.53552,0.85,-0.110811,-0.110811,0.165921,-8.11702100932598,-0.401111125946045,77.8355,265.4,3.276543209,265.4,3.276543209,999,0,"3B","/players/graham-pauley/31363/stats/batting",20,"NL","Graham Pauley",688363,"31363","31363","batx","thebatx",2026
"HOU","Astros",86.94,307.936,342.069,62.2573,37.0909,12.1726,2.45351,10.5403,39.9977,34.1288,27.3705,1.65449,136.561,4.57925,1.78698,0.395831,3.82746,7.74257,1.81863,0.202176,0.275723,0.360327,0.63605,0.277692,0.0800146,0.399221,0.200427,0.158151,6.31602,0.31802,,,30.5968,-9.82129,1.03,0.358892,0.358892,0.165192,-9.15152624249458,-1.00734567642212,76.4108,294.4,3.383908045,294.4,3.383908045,743.25,0,"OF","/players/zach-cole/31583/stats/batting",21,"AL","Zach Cole",805904,"31583","31583","batx","thebatx",2026
"ATH","Athletics",8.035,27.797,30.845,6.80587,3.86595,1.59693,0.167043,1.17595,3.85078,3.79629,2.46237,0.15705,6.96901,0.281562,0.240888,0.0631887,0.354587,0.573137,0.104019,0.244842,0.310242,0.441225,0.751466,0.322242,0.0798305,0.225936,0.353332,0.196383,5.36615,0.283011,,,3.87463,0.230058,0,0.0294305,0.0294305,0.163468,0.164105802774429,0.371990740299225,103.705,34.3,4.2875,34.3,4.2875,999,0,"SS","/players/leodalis-de-vries/sa3023363/stats/batting",10,"AL","Leo De Vries",815888,"sa3023363","sa3023363","batx","thebatx",2026
"DET","Tigers",41.298,119.075,135.438,29.0214,17.8939,6.36721,0.314502,4.44577,17.1412,14.6835,12.6366,0.121824,31.7985,2.03921,0.84432,0.843037,2.16884,2.95657,0.851447,0.243724,0.324657,0.414486,0.739143,0.323067,0.093302,0.234783,0.397397,0.170763,4.6406,0.293703,,,17.1039,1.10089,0,0.028422,0.028422,0.162597,1.12052547372878,-4.19286060333252,106.841,146.3,3.568292682,146.3,3.568292682,999,0.53225806,"2B/DH/OF","/players/jahmai-jones/18872/stats/batting",6,"AL","Jahmai Jones",663330,"18872","18872","batx","thebatx",2026
"ATL","Braves",23.161,79.6808,87.643,18.9011,12.9352,3.48095,0.284105,2.20085,9.45825,9.31443,5.18524,0.0430152,19.3598,1.72668,0.618515,0.139358,1.6964,0.742587,0.334681,0.237211,0.295983,0.370891,0.666874,0.292642,0.0591631,0.220894,0.267834,0.13368,3.88009,0.284316,,,8.90317,-1.45253,-0.09,-0.119281,-0.119281,0.160277,-1.61678098887205,0.267422795295715,85.5836,76.8,3.339130434,76.8,3.339130434,999,0.24742268,"2B/SS","/players/kyle-farmer/14813/stats/batting",16,"NL","Kyle Farmer",571657,"14813","14813","batx","thebatx",2026
"MIA","Marlins",92.097,314.179,351.796,69.7927,40.0745,14.5973,1.07082,14.0501,41.8932,43.9227,31.1755,0.661183,106.571,3.68595,2.28166,0.474022,5.11376,7.38893,2.43211,0.222143,0.297887,0.409581,0.707468,0.307196,0.0886181,0.302935,0.292532,0.187438,4.73769,0.284634,,,39.8938,-1.6736,-0.55,-0.00854305,-0.00854305,0.159041,-2.22546152118593,-7.92441016435623,94.683,371.5,4.038043478,371.5,4.038043478,999,0.20224719,"DH/OF","/players/christopher-morel/21897/stats/batting",20,"NL","Christopher Morel",666624,"21897","21897","batx","thebatx",2026
"MIL","Brewers",19.886,61.4149,67.164,13.2515,8.86502,2.37113,0.167103,1.84824,6.1907,7.52104,4.04906,0.0942962,16.0709,0.595189,0.409711,0.48653,1.18874,0.422573,0.147713,0.21577,0.269235,0.350103,0.619338,0.270976,0.0602862,0.239278,0.25195,0.134333,3.18275,0.259723,,,5.64136,-2.29459,0.07,-0.0645375,-0.0645375,0.157862,-2.29603622853756,1.60441357642412,71.9672,51.4,2.57,51.4,2.57,999,0,"C","/players/reese-mcguire/15674/stats/batting",23,"NL","Reese McGuire",624512,"15674","15674","batx","thebatx",2026
"MIL","Brewers",106.809,390.569,424.513,93.7479,70.3073,15.5959,2.11667,5.72807,43.3116,38.5886,26.1952,0.41033,76.541,3.85013,2.75787,1.14092,8.25323,12.2769,4.03563,0.240029,0.292398,0.334797,0.627195,0.277092,0.0617064,0.180303,0.342237,0.0947679,5.28567,0.282969,,,37.7643,-12.3952,-2.41,0.142925,0.142925,0.154328,-11.8535401970148,-0.761713147163391,76.1566,351.2,3.28224299,351.2,3.28224299,614.859985351562,0.00617284,"2B/3B","/players/luis-rengifo/19858/stats/batting",23,"NL","Luis Rengifo",650859,"19858","19858","batx","thebatx",2026
"ATL","Braves",16.053,49.6423,55.109,11.9416,8.73374,2.02538,0.227099,0.955363,5.96703,4.99391,4.17946,0.137542,11.4751,0.847885,0.292536,0.146794,1.08739,0.729681,0.295445,0.240552,0.308738,0.348236,0.656974,0.291036,0.07584,0.208225,0.364222,0.107684,4.4598,0.292931,,,5.52635,-0.985199,0.01,-0.064992,-0.064992,0.154309,-1.07847034931183,0.753194401040673,84.4834,49.3,3.08125,49.3,3.08125,999,0,"3B","/players/nacho-alvarez-jr/31765/stats/batting",16,"NL","Nacho Alvarez Jr.",805373,"31765","31765","batx","thebatx",2026
"CLE","Guardians",75.936,265.015,295.242,61.4342,39.6268,12.6113,1.66669,7.52944,32.4976,30.1862,23.9822,0.332779,83.1614,3.70571,1.86319,0.676107,4.61794,3.10948,0.876963,0.231814,0.302554,0.377214,0.679768,0.298289,0.081229,0.281672,0.288382,0.145399,4.60817,0.305952,,,31.3455,-3.53963,-0.45,-0.179429,-0.179429,0.154143,-3.23874236643314,-5.41641968488693,91.2083,287.8,3.786842105,287.8,3.786842105,999,0.04166667,"1B/OF","/players/cj-kayfus/33704/stats/batting",5,"AL","CJ Kayfus",692216,"33704","33704","batx","thebatx",2026
"LAD","Dodgers",20.596,69.9055,78.517,15.2373,10.0509,3.00964,0.215892,1.96085,9.38457,7.75331,7.20186,0.136055,21.5887,0.781281,0.483377,0.145017,1.22005,1.65419,0.522231,0.217969,0.296284,0.351349,0.647634,0.286622,0.0917236,0.274956,0.333594,0.13338,4.96852,0.283446,,,7.59232,-1.68507,0.12,-0.00118128,-0.00118128,0.154041,-1.63533726788592,0.528650783002377,82.4396,66.5,3.166666666,66.5,3.166666666,999,0,"2B/3B","/players/alex-freeland/31665/stats/batting",22,"NL","Alex Freeland",690976,"31665","31665","batx","thebatx",2026
,,30.636,97.3546,108.484,22.9847,17.3763,3.53636,0.235623,1.83644,11.0807,9.9271,9.79963,0.0676333,23.4733,0.44318,0.593348,0.293252,3.01722,0.34234,0.159201,0.236093,0.30712,0.333848,0.640968,0.286014,0.0903325,0.216375,0.41748,0.0977554,2.73038,0.291145,,,10.4365,-2.3817,0,-0.178613,-0.178613,0.151337,-2.59100323915482,0.398603767156601,81.1853,92.2,2.974193548,92.2,2.974193548,999,0,"2B","/players/dj-lemahieu/9874/stats/batting",-1,,"DJ LeMahieu",518934,"9874","9874","batx","thebatx",2026
"MIA","Marlins",34.292,98.1666,108.706,23.0445,16.3362,4.09735,0.704343,1.90665,14.0122,8.10261,7.01175,0.11184,25.4871,2.22232,0.651297,0.624363,1.41129,9.04469,1.95475,0.234749,0.298732,0.349106,0.647838,0.286471,0.064502,0.234459,0.27511,0.114357,7.67203,0.295948,,,10.4981,-2.34633,-0.56,0.840366,0.840366,0.149215,-1.67384713888168,-0.484400369226933,80.4856,105.4,3.1,105.4,3.1,743.280029296875,0,"OF","/players/esteury-ruiz/21780/stats/batting",20,"NL","Esteury Ruiz",665923,"21780","21780","batx","thebatx",2026
"CLE","Guardians",37.627,125.958,143.532,28.3406,18.8111,5.4689,0.487967,3.57259,16.217,13.7766,15.1321,0.583815,41.2694,1.27309,0.840041,0.32923,2.37673,3.04217,0.861685,0.225001,0.312465,0.361258,0.673723,0.297837,0.105427,0.287527,0.366667,0.136257,4.93682,0.302212,,,15.186,-1.77345,-0.23,0.0269254,0.0269254,0.148878,-1.51301706954837,-1.97199068963528,90.897,133.8,3.521052631,133.8,3.521052631,999,0.00666667,"OF","/players/nolan-jones/20529/stats/batting",5,"AL","Nolan Jones",666134,"20529","20529","batx","thebatx",2026
"PHI","Phillies",45.867,143.406,162.558,29.9732,17.7434,5.99569,0.571284,5.66276,21.2762,16.7537,14.5139,0.157717,48.803,3.18186,1.04073,0.350686,1.37541,8.2585,2.6584,0.20901,0.293995,0.37725,0.671245,0.295281,0.0892847,0.300219,0.297398,0.16824,6.50592,0.270174,,,16.8616,-2.34585,-0.23,0.330122,0.330122,0.147739,-2.31870236992836,-1.64564810693264,86.2516,165.3,3.59347826,165.3,3.59347826,999,0.05128205,"2B/OF","/players/dylan-moore/18042/stats/batting",26,"NL","Dylan Moore",664238,"18042","18042","batx","thebatx",2026
,,40.767,129.667,142.264,31.2615,24.1849,5.1779,0.731807,1.16691,16.3189,9.91433,9.67381,0.173888,31.6322,1.21384,0.734402,0.851466,2.83947,6.84905,1.77007,0.24109,0.298318,0.319308,0.617626,0.274995,0.067999,0.222348,0.305822,0.0782174,6.23585,0.308338,,,12.4135,-4.39613,-0.19,0.414546,0.414546,0.146388,-4.02182713150978,0.637789905071259,73.6156,113.9,2.77804878,113.9,2.77804878,999,0,"3B","/players/jon-berti/12037/stats/batting",-1,,"Jon Berti",542932,"12037","12037","batx","thebatx",2026
"NYY","Yankees",20.307,61.137,69.342,13.576,9.67814,2.49768,0.22725,1.17298,7.52476,5.37313,5.90157,0.0708162,15.5849,1.1882,0.520173,0.595067,1.20012,1.83466,0.522451,0.22206,0.300607,0.327906,0.628513,0.281131,0.0851081,0.224754,0.378672,0.105846,5.12782,0.276242,,,6.39598,-1.79731,0.04,0.0427508,0.0427508,0.143958,-1.64635568484664,0.666759230196476,79.3325,54.6,2.73,54.6,2.73,999,0,"SS","/players/max-schuemann/24488/stats/batting",9,"AL","Max Schuemann",680474,"24488","24488","batx","thebatx",2026
"BOS","Red Sox",12.772,33.7848,38.031,7.75283,5.35133,1.55594,0.0822751,0.763288,3.7847,3.81243,3.26379,0.0916323,7.17075,0.620824,0.26538,0.0962016,0.72888,0.285774,0.0891172,0.229477,0.306775,0.34818,0.654955,0.290604,0.0858193,0.18855,0.455154,0.118703,3.36876,0.267633,,,3.80042,-0.69324,0.01,-0.039708,-0.039708,0.142439,-0.912259731441736,0.995493838563561,80.5338,38,2.923076923,38,2.923076923,999,0.29268293,"C/DH","/players/mickey-gasper/24759/stats/batting",3,"AL","Mickey Gasper",681508,"24759","24759","batx","thebatx",2026
