"park_era_half_id","park_era_id","half","n_bbe","venue_id","venue_name","home_team","park_effect","park_se","half_effect","half_se","delta_woba_over_xwoba_overall","delta_woba_over_xwoba_half","pf_index_overall","pf_index_half","overall_se","half_se_combined"
"venue_13__base__1H","venue_13__base","1H",10645,"13","Globe Life Park in Arlington","TEX",0.010857057651022,0.00398148968524241,0.000489300798548151,0.00239682105008216,0.010857057651022,0.0113463584495701,102.946987320187,103.079800767018,0.00398148968524241,0.0046472584670759
"venue_2681__base__2H","venue_2681__base","2H",21389,"2681","Citizens Bank Park","PHI",0.00910642400687937,0.00328932176423267,0.00189938695466178,0.00228021841796723,0.00910642400687937,0.0110058109615411,102.471803774386,102.98736420074,0.00328932176423267,0.00400237850562534
"venue_13__base__2H","venue_13__base","2H",11183,"13","Globe Life Park in Arlington","TEX",0.010857057651022,0.00398148968524241,-0.000145703811022748,0.00239608743345466,0.010857057651022,0.0107113538399993,102.946987320187,102.907438181057,0.00398148968524241,0.00464688014720102
"venue_5381__base__1H","venue_5381__base","1H",346,"5381","London Stadium","BOS",0.00976478336537659,0.012369306741744,0.000309029412568615,0.0025796543342229,0.00976478336537659,0.0100738127779452,102.650505660659,102.734387112677,0.012369306741744,0.0126354408611425
"venue_2392__base__2H","venue_2392__base","2H",20310,"2392","Minute Maid Park","HOU",0.00903662742218017,0.00331625038077469,0.000990771541844764,0.00228335410562879,0.00903662742218017,0.0100273989640249,102.452858526353,102.721788771072,0.00331625038077469,0.00402631625182128
"venue_3__base__1H","venue_3__base","1H",23366,"3","Fenway Park","BOS",0.0107615305363393,0.00326956980402338,-0.0018892025359242,0.00227183172630755,0.0107615305363393,0.00887232800041509,102.921057901301,102.408261884407,0.00326956980402338,0.00398136987681866
"venue_2756__buffalo__1H","venue_2756__buffalo","1H",760,"2756","Sahlen Field","TOR",0.00810518145039664,0.00970118833610605,0.000281156264663144,0.00256892507110507,0.00810518145039664,0.00838633771505978,102.200031327998,102.276347027296,0.00970118833610605,0.0100355583379079
"venue_2392__base__1H","venue_2392__base","1H",22568,"2392","Minute Maid Park","HOU",0.00903662742218017,0.00331625038077469,-0.000704786327470482,0.00228196858461407,0.00903662742218017,0.00833184109470969,102.452858526353,102.261554727731,0.00331625038077469,0.00402553067422841
"venue_2756__buffalo__2H","venue_2756__buffalo","2H",437,"2756","Sahlen Field","TOR",0.00810518145039664,0.00970118833610605,-2.46488370371066e-05,0.00257499367293943,0.00810518145039664,0.00808053261335953,102.200031327998,102.193340766657,0.00970118833610605,0.0100371135067946
"venue_2681__base__1H","venue_2681__base","1H",22142,"2681","Citizens Bank Park","PHI",0.00910642400687937,0.00328932176423267,-0.00161119286408788,0.00227973181670643,0.00910642400687937,0.00749523114279149,102.471803774386,102.034469360821,0.00328932176423267,0.00400210130116147
"venue_2523__steinbrenner__2H","venue_2523__steinbrenner","2H",1499,"2523","George M. Steinbrenner Field","TBR",0.00625439814436784,0.00692161429052131,0.000600934447625683,0.00254420543766093,0.00625439814436784,0.00685533259199352,101.697663641412,101.860778387077,0.00692161429052131,0.00737439663265899
"venue_15__base__1H","venue_15__base","1H",6341,"15","Chase Field","AZ",0.00594390925257045,0.00472762922960014,0.000635651770536841,0.00246141179071909,0.00594390925257045,0.0065795610231073,101.613386035398,101.785924283608,0.00472762922960014,0.00533001183263795
"venue_2__wall_medium__1H","venue_2__wall_medium","1H",4512,"2","Oriole Park at Camden Yards","BAL",0.0041686859391928,0.00565996077342678,0.00201174482531208,0.0025081481167639,0.0041686859391928,0.00618043076450488,101.131527988477,101.677586292873,0.00565996077342678,0.00619079663148098
"venue_2523__steinbrenner__1H","venue_2523__steinbrenner","1H",2572,"2523","George M. Steinbrenner Field","TBR",0.00625439814436784,0.00692161429052131,-0.000402999387296943,0.00253635877524181,0.00625439814436784,0.0058513987570709,101.697663641412,101.588275433061,0.00692161429052131,0.00737169317209384
"venue_2536__base__2H","venue_2536__base","2H",46,"2536","TD Ballpark","TOR",0.0056458854857918,0.014190667494173,0.000178677253741268,0.0025890281879712,0.0056458854857918,0.00582456273953307,101.532491902748,101.580991194002,0.014190667494173,0.0144249128554833
"venue_15__base__2H","venue_15__base","2H",6385,"15","Chase Field","AZ",0.00594390925257045,0.00472762922960014,-0.000447542857522514,0.00246125857030613,0.00594390925257045,0.00549636639504794,101.613386035398,101.491907162507,0.00472762922960014,0.00532994107682955
"venue_32__base__1H","venue_32__base","1H",22526,"32","American Family Field","MIL",0.00496472175291646,0.00330849282443676,0.000201265904716673,0.00228473168559494,0.00496472175291646,0.00516598765763314,101.347600107173,101.402230752809,0.00330849282443676,0.00402071183306029
"venue_32__base__2H","venue_32__base","2H",19797,"32","American Family Field","MIL",0.00496472175291646,0.00330849282443676,-4.41456707532426e-05,0.00228642870238213,0.00496472175291646,0.00492057608216322,101.347600107173,101.335617419401,0.00330849282443676,0.00402167638932154
"venue_7__walls_in__2H","venue_7__walls_in","2H",589,"7","Kauffman Stadium","KCR",0.00471829793389021,0.00775035868025955,0.000175129489045179,0.00256817070548546,0.00471829793389021,0.00489342742293539,101.28071201526,101.328248318391,0.00775035868025955,0.00816477559062025
"venue_7__walls_in__1H","venue_7__walls_in","1H",2230,"7","Kauffman Stadium","KCR",0.00471829793389021,0.00775035868025955,-2.58079133096916e-05,0.00255148988975169,0.00471829793389021,0.00469249002058051,101.28071201526,101.27370683985,0.00775035868025955,0.00815954412514447
"venue_2__wall_medium__2H","venue_2__wall_medium","2H",2543,"2","Oriole Park at Camden Yards","BAL",0.0041686859391928,0.00565996077342678,-0.00187981700686847,0.00251721369747876,0.0041686859391928,0.00228886893232433,101.131527988477,100.621279534285,0.00565996077342678,0.00619447501855521
"venue_2__base__2H","venue_2__base","2H",12830,"2","Oriole Park at Camden Yards","BAL",0.00179619023392581,0.00379725341601632,8.85207813555146e-05,0.00237109971641631,0.00179619023392581,0.00188471101528132,100.487549206624,100.511576860212,0.00379725341601632,0.00447674517597742
"venue_2__base__1H","venue_2__base","1H",12881,"2","Oriole Park at Camden Yards","BAL",0.00179619023392581,0.00379725341601632,-3.16761395342414e-05,0.00237105524689126,0.00179619023392581,0.00176451409439157,100.487549206624,100.478951188214,0.00379725341601632,0.00447672162293549
"venue_2756__base__2H","venue_2756__base","2H",41,"2756","Sahlen Field","TOR",0.00139481080124371,0.0142293610069058,4.41420507167678e-05,0.00258924088061099,0.00139481080124371,0.00143895285196048,100.378600710934,100.3905824161,0.0142293610069058,0.0144630177695624
"venue_3949__base__1H","venue_3949__base","1H",32,"3949","Rickwood Field","STL",0.000950372830042211,0.0143001971463332,3.00767714346308e-05,0.0025896317117065,0.000950372830042211,0.000980449601476842,100.257964613398,100.266128507051,0.0143001971463332,0.0145327846893247
"venue_2735__base__2H","venue_2735__base","2H",235,"2735","Journey Bank Ballpark","NYM",1.95402095425004e-05,0.0129326758882546,6.18395641810883e-07,0.00258241998771155,1.95402095425004e-05,2.01586051843113e-05,100.005303900155,100.005471754483,0.0129326758882546,0.0131879869056491
"venue_15__humidor__1H","venue_15__humidor","1H",17179,"15","Chase Field","AZ",-0.000713310907161627,0.00351754156235859,0.000724908683273944,0.00232925552980603,-0.000713310907161627,1.15977761123164e-05,99.8063823306162,100.003148044364,0.00351754156235859,0.00421883040261778
"venue_22__base__2H","venue_22__base","2H",20350,"22","Dodger Stadium","LAD",-0.000601792721435466,0.00330836254935733,0.000398387116795649,0.00228551268433028,-0.000601792721435466,-0.000203405604639817,99.8366522886351,99.9447885645452,0.00330836254935733,0.00402104849364252
"venue_14__of_renovation__1H","venue_14__of_renovation","1H",8653,"14","Rogers Centre","TOR",-0.000656279039279185,0.00436474340440257,0.000264210848666629,0.00243617975634812,-0.000656279039279185,-0.000392068190612555,99.821862785533,99.8935789029107,0.00436474340440257,0.0049985954818845
"venue_12__trop_return__1H","venue_12__trop_return","1H",2241,"12","Tropicana Field","TBR",-0.000824980370345683,0.0076903395390087,-7.58840763067251e-06,0.00255000945982315,-0.000824980370345683,-0.000832568777976356,99.7760713105744,99.7740115498375,0.0076903395390087,0.00810209050001468
"venue_5150__base__1H","venue_5150__base","1H",123,"5150","Gocheok Sky Dome","LAD",-0.000815533469062165,0.0136314712292394,-2.58094644237516e-05,0.00258601715839714,-0.000815533469062165,-0.000841342933485917,99.7786355318572,99.7716299354201,0.0136314712292394,0.0138745988272493
"venue_12__trop_return__2H","venue_12__trop_return","2H",668,"12","Tropicana Field","TBR",-0.000824980370345683,0.0076903395390087,-1.85200260835245e-05,0.00256565461773528,-0.000824980370345683,-0.000843500396429208,99.7760713105744,99.7710443240931,0.0076903395390087,0.00810702817577113
"venue_14__of_renovation__2H","venue_14__of_renovation","2H",6681,"14","Rogers Centre","TOR",-0.000656279039279185,0.00436474340440257,-0.000284980334113335,0.00244033654213906,-0.000656279039279185,-0.00094125937339252,99.821862785533,99.7445090992831,0.00436474340440257,0.0050006227037415
"venue_22__base__1H","venue_22__base","1H",21840,"22","Dodger Stadium","LAD",-0.000601792721435466,0.00330836254935733,-0.000417432255254933,0.00228458649819901,-0.000601792721435466,-0.0010192249766904,99.8366522886351,99.7233464922753,0.00330836254935733,0.00402052213347264
"venue_5__base__2H","venue_5__base","2H",17381,"5","Progressive Field","CLE",-0.00244579622235914,0.00352898620144861,0.00113783827920734,0.00232962165497085,-0.00244579622235914,-0.0013079579431518,99.3361248796192,99.6449742096153,0.00352898620144861,0.00422857903619216
"venue_17__base__1H","venue_17__base","1H",21391,"17","Wrigley Field","CHC",-0.00204039950868026,0.00330276628937116,0.000717280420324142,0.00228204471071525,-0.00204039950868026,-0.00132311908835612,99.4461638066709,99.6408589415461,0.00330276628937116,0.0040144729696325
"venue_15__humidor__2H","venue_15__humidor","2H",15286,"15","Chase Field","AZ",-0.000713310907161627,0.00351754156235859,-0.000747483075596326,0.00233092185482314,-0.000713310907161627,-0.00146079398275795,99.8063823306162,99.6034891327866,0.00351754156235859,0.00421975062488439
"venue_4__base__2H","venue_4__base","2H",21551,"4","Guaranteed Rate Field","CHW",-0.00385250106034639,0.00329379106483237,0.00145940476973946,0.00227980550294777,-0.00385250106034639,-0.00239309629060693,98.9542957087661,99.3504294947037,0.00329379106483237,0.0040058173585475
"venue_5365__base__1H","venue_5365__base","1H",44,"5365","TD Ameritrade Park","KCR",-0.00242489816892324,0.0142227725233029,-7.67415751728927e-05,0.00258920462499365,-0.00242489816892324,-0.00250163974409614,99.3417973463659,99.3209669836438,0.0142227725233029,0.0144565292805607
"venue_12__base__1H","venue_12__base","1H",18527,"12","Tropicana Field","TBR",-0.00366419236925701,0.00345079417593926,0.00107983412215524,0.00231554701177501,-0.00366419236925701,-0.00258435824710177,99.0054093108818,99.2985142724822,0.00345079417593926,0.00415568747723364
"venue_17__base__2H","venue_17__base","2H",21529,"17","Wrigley Field","CHC",-0.00204039950868026,0.00330276628937116,-0.000781853635933342,0.00228201549843385,-0.00204039950868026,-0.0028222531446136,99.4461638066709,99.2339412298551,0.00330276628937116,0.00401445636385537
"venue_2397__base__1H","venue_2397__base","1H",88,"2397","Tokyo Dome","CHC",-0.00275184951125704,0.0138752491434545,-8.70887152454708e-05,0.00258731534518244,-0.00275184951125704,-0.00283893822650251,99.2530512522448,99.2294123117685,0.0138752491434545,0.0141144160165538
"venue_2394__cf_in_412__1H","venue_2394__cf_in_412","1H",8503,"2394","Comerica Park","DET",-0.00348070852995945,0.0043724756921929,0.000498264733659422,0.00243768643101145,-0.00348070852995945,-0.00298244379630003,99.0552132785174,99.1904598526251,0.0043724756921929,0.00500608218218151
"venue_3309__base__2H","venue_3309__base","2H",22786,"3309","Nationals Park","WSH",-0.00574784682420047,0.0032672787446202,0.00248306001637298,0.00227380074826935,-0.00574784682420047,-0.00326478680782749,98.439832203737,99.1138220284871,0.0032672787446202,0.00398061304799615
"venue_5__wind_tunnel__1H","venue_5__wind_tunnel","1H",5701,"5","Progressive Field","CLE",-0.00331109553776769,0.00489864843806931,2.56698403315602e-05,0.00247356924724207,-0.00331109553776769,-0.00328542569743613,99.1012522103712,99.1082199079187,0.00489864843806931,0.00548774100524984
"venue_5__wind_tunnel__2H","venue_5__wind_tunnel","2H",4966,"5","Progressive Field","CLE",-0.00331109553776769,0.00489864843806931,-0.000130457204342713,0.00247597908411245,-0.00331109553776769,-0.0034415527421104,99.1012522103712,99.0658415365604,0.00489864843806931,0.00548882764757295
"venue_5__base__1H","venue_5__base","1H",15446,"5","Progressive Field","CLE",-0.00244579622235914,0.00352898620144861,-0.00121524122217107,0.00233123495161509,-0.00244579622235914,-0.00366103744453021,99.3361248796192,99.0062656684204,0.00352898620144861,0.0042294680527989
"venue_2394__cf_in_412__2H","venue_2394__cf_in_412","2H",6563,"2394","Comerica Park","DET",-0.00348070852995945,0.0043724756921929,-0.000608419897588377,0.00244174617278625,-0.00348070852995945,-0.00408912842754783,99.0552132785174,98.8900667184479,0.0043724756921929,0.00500806030825649
"venue_4705__suntrust__1H","venue_4705__suntrust","1H",18466,"4705","Truist Park","ATL",-0.00435804550897203,0.00345070791261642,5.90701001246478e-05,0.00231537668062024,-0.00435804550897203,-0.00429897540884738,98.8170731639682,98.833106866806,0.00345070791261642,0.00415552093862533
"venue_6130__base__2H","venue_6130__base","2H",44,"6130","Bristol Motor Speedway","CIN",-0.00436447291019557,0.0142051116378304,-0.000138123955150064,0.00258910751963589,-0.00436447291019557,-0.00450259686534563,98.8153285412061,98.7778368415647,0.0142051116378304,0.0144391368991176
"venue_4705__suntrust__2H","venue_4705__suntrust","2H",16829,"4705","Truist Park","ATL",-0.00435804550897203,0.00345070791261642,-0.000196990645131944,0.00231661038553173,-0.00435804550897203,-0.00455503615410397,98.8170731639682,98.7636029741563,0.00345070791261642,0.00415620846163267
"venue_12__base__2H","venue_12__base","2H",17109,"12","Tropicana Field","TBR",-0.00366419236925701,0.00345079417593926,-0.00119579606141006,0.00231654201734257,-0.00366419236925701,-0.00485998843066707,99.0054093108818,98.6808282002553,0.00345079417593926,0.00415624197596939
"venue_3313__base__2H","venue_3313__base","2H",20314,"3313","Yankee Stadium","NYY",-0.0054940907073604,0.00331029342481535,0.000291880798513247,0.00228529026789339,-0.0054940907073604,-0.00520220990884716,98.5087105391741,98.5879372541712,0.00331029342481535,0.00402251092812735
"venue_4__base__1H","venue_4__base","1H",22101,"4","Guaranteed Rate Field","CHW",-0.00385250106034639,0.00329379106483237,-0.00158132617804429,0.00227942189029655,-0.00385250106034639,-0.00543382723839068,98.9542957087661,98.5250681642907,0.00329379106483237,0.00400559904792438
"venue_5325__globe_life__2H","venue_5325__globe_life","2H",11124,"5325","Globe Life Field","TEX",-0.0070750784411498,0.00383535759338211,0.0015040546176736,0.00238073149132622,-0.0070750784411498,-0.0055710238234762,98.0795748603736,98.4878281855031,0.00383535759338211,0.00451418323763072
"venue_3312__base__1H","venue_3312__base","1H",23157,"3312","Target Field","MIN",-0.0055917556815166,0.00326490426065772,6.17875319376425e-06,0.00227310432317645,-0.0055917556815166,-0.00558557692832284,98.4822008300323,98.4838779609735,0.00326490426065772,0.00397826634293185
"venue_3312__base__2H","venue_3312__base","2H",22015,"3312","Target Field","MIN",-0.0055917556815166,0.00326490426065772,-0.000183142942667377,0.00227376768770646,-0.0055917556815166,-0.00577489862418398,98.4822008300323,98.4324893937325,0.00326490426065772,0.003978645413821
"venue_4169__fence_reduced__1H","venue_4169__fence_reduced","1H",12167,"4169","loanDepot park","MIA",-0.00641230375223369,0.00382290188830549,0.000468967423808838,0.00237888535829837,-0.00641230375223369,-0.00594333632842485,98.2594752226225,98.3867694763668,0.00382290188830549,0.00450262972001208
"venue_3313__base__1H","venue_3313__base","1H",22046,"3313","Yankee Stadium","NYY",-0.0054940907073604,0.00331029342481535,-0.000465754151406194,0.00228424697642682,-0.0054940907073604,-0.0059598448587666,98.5087105391741,98.3822884805799,0.00331029342481535,0.00402191829947984
"venue_3289__base__2H","venue_3289__base","2H",14924,"3289","Citi Field","NYM",-0.00719181378700587,0.00367741375909722,0.00054600547778256,0.00235682188293263,-0.00719181378700587,-0.00664580830922331,98.047888781593,98.1960938728339,0.00367741375909722,0.00436783485762313
"venue_1__base__1H","venue_1__base","1H",23048,"1","Angel Stadium","LAA",-0.00765064922384947,0.00329915962614439,0.000943164282807635,0.00227949574291603,-0.00765064922384947,-0.00670748494104183,97.923344705482,98.1793526656152,0.00329915962614439,0.00401005674283463
"venue_2395__bullpen_center__1H","venue_2395__bullpen_center","1H",12419,"2395","Oracle Park","SFG",-0.00811205200688595,0.00383159183538898,0.00109043163633315,0.00237969295634076,-0.00811205200688595,-0.00702162037055281,97.7981037613133,98.0940852610065,0.00383159183538898,0.00451043618284057
"venue_4169__fence_reduced__2H","venue_4169__fence_reduced","2H",11356,"4169","loanDepot park","MIA",-0.00641230375223369,0.00382290188830549,-0.000671899776491292,0.00237990952489627,-0.00641230375223369,-0.00708420352872498,98.2594752226225,98.0770979906503,0.00382290188830549,0.00450317090440743
"venue_2680__base__1H","venue_2680__base","1H",22602,"2680","Petco Park","SDP",-0.00808247863363993,0.00330660237545616,0.000812787569104137,0.00228384433606842,-0.00808247863363993,-0.0072696910645358,97.8061310149922,98.0267501493053,0.00330660237545616,0.00401865204026974
"venue_31__base__1H","venue_31__base","1H",23161,"31","PNC Park","PIT",-0.00743464856321512,0.00327326373242446,-0.000114982091727448,0.00227479370356233,-0.00743464856321512,-0.00754963065494257,97.9819748821378,97.9507646981947,0.00327326373242446,0.00398609355833153
"venue_31__base__2H","venue_31__base","2H",21564,"31","PNC Park","PIT",-0.00743464856321512,0.00327326373242446,-0.000120304754111206,0.00227574952208675,-0.00743464856321512,-0.00755495331732632,97.9819748821378,97.9493199404105,0.00327326373242446,0.00398663910446925
"venue_14__base__1H","venue_14__base","1H",12420,"14","Rogers Centre","TOR",-0.00784729985761302,0.00373681362841665,0.000134325758168075,0.00236571798994436,-0.00784729985761302,-0.00771297409944495,97.8699668067146,97.9064275421017,0.00373681362841665,0.00442271383897566
"venue_3289__base__1H","venue_3289__base","1H",12988,"3289","Citi Field","NYM",-0.00719181378700587,0.00367741375909722,-0.000773607249042273,0.00235886548051492,-0.00719181378700587,-0.00796542103604814,98.047888781593,97.8379045642284,0.00367741375909722,0.00436893789275637
"venue_14__base__2H","venue_14__base","2H",14627,"14","Rogers Centre","TOR",-0.00784729985761302,0.00373681362841665,-0.000382671919524963,0.00236306597944304,-0.00784729985761302,-0.00822997177713799,97.8699668067146,97.7660961880921,0.00373681362841665,0.00442129584134804
"venue_16__base__1H","venue_16__base","1H",4131,"16","Turner Field","ATL",-0.00854719138610624,0.00543510619836917,0.000295114466009007,0.00249865833177218,-0.00854719138610624,-0.00825207692009723,97.6799916286993,97.760096074792,0.00543510619836917,0.00598194557368132
"venue_3309__base__1H","venue_3309__base","1H",22166,"3309","Nationals Park","WSH",-0.00574784682420047,0.0032672787446202,-0.00266496407520481,0.00227411353859989,-0.00574784682420047,-0.00841281089940527,98.439832203737,97.7164672193351,0.0032672787446202,0.00398079172797199
"venue_5325__globe_life__1H","venue_5325__globe_life","1H",12108,"5325","Globe Life Field","TEX",-0.0070750784411498,0.00383535759338211,-0.00172796202583035,0.00237946348014605,-0.0070750784411498,-0.00880304046698015,98.0795748603736,97.6105451892078,0.00383535759338211,0.00451351463080187
"venue_1__base__2H","venue_1__base","2H",20547,"1","Angel Stadium","LAA",-0.00765064922384947,0.00329915962614439,-0.00118528697484605,0.00228098099111942,-0.00765064922384947,-0.00883593619869552,97.923344705482,97.6016161305835,0.00329915962614439,0.00401090121052979
"venue_16__base__2H","venue_16__base","2H",4260,"16","Turner Field","ATL",-0.00854719138610624,0.00543510619836917,-0.00056561033205378,0.00249818210577748,-0.00854719138610624,-0.00911280171816002,97.6799916286993,97.5264650904504,0.00543510619836917,0.00598174666975941
"venue_2680__base__2H","venue_2680__base","2H",19910,"2680","Petco Park","SDP",-0.00808247863363993,0.00330660237545616,-0.00106857651300363,0.00228546404671323,-0.00808247863363993,-0.00915105514664356,97.8061310149922,97.5160817644778,0.00330660237545616,0.00401957276065395
"venue_4169__cf_in_407__1H","venue_4169__cf_in_407","1H",8528,"4169","Marlins Park","MIA",-0.00956599925166418,0.00433435195304071,0.000262826672515404,0.00243255855373855,-0.00956599925166418,-0.00930317257914877,97.4034513396069,97.4747917428917,0.00433435195304071,0.0049703066273817
"venue_2395__bullpen_center__2H","venue_2395__bullpen_center","2H",10844,"2395","Oracle Park","SFG",-0.00811205200688595,0.00383159183538898,-0.00134715649879267,0.00238174867460881,-0.00811205200688595,-0.00945920850567862,97.7981037613133,97.4324381042027,0.00383159183538898,0.00451152111177819
"venue_4169__cf_in_407__2H","venue_4169__cf_in_407","2H",7897,"4169","Marlins Park","MIA",-0.00956599925166418,0.00433435195304071,-0.000565565096787336,0.00243368365197147,-0.00956599925166418,-0.0101315643484515,97.4034513396069,97.2499370798005,0.00433435195304071,0.00497085736776877
"venue_3289__rf_in_362__2H","venue_3289__rf_in_362","2H",6553,"3289","Citi Field","NYM",-0.0117931246513761,0.00438924749524336,0.00113035218144129,0.00244316171437493,-0.0117931246513761,-0.0106627724699348,96.7989311717694,97.1057485115244,0.00438924749524336,0.00502339852461334
"venue_4169__base__1H","venue_4169__base","1H",2138,"4169","Marlins Park","MIA",-0.0113914483957545,0.00692086887399716,5.99692713079476e-05,0.0025380389312478,-0.0113914483957545,-0.0113314791244465,96.9079602356453,96.9242380051686,0.00692086887399716,0.00737157158193504
"venue_4169__base__2H","venue_4169__base","2H",2135,"4169","Marlins Park","MIA",-0.0113914483957545,0.00692086887399716,-0.000420478304055987,0.00253797624876635,-0.0113914483957545,-0.0118119266998105,96.9079602356453,96.7938276345026,0.00692086887399716,0.00737155000053346
"venue_3289__rf_in_362__1H","venue_3289__rf_in_362","1H",8258,"3289","Citi Field","NYM",-0.0117931246513761,0.00438924749524336,-0.00150357319894882,0.00243948704952087,-0.0117931246513761,-0.0132966978503249,96.7989311717694,96.3908085206147,0.00438924749524336,0.00502161235454113
"venue_7__base__2H","venue_7__base","2H",22105,"7","Kauffman Stadium","KCR",-0.0134822407743844,0.00331063504106808,8.99505001037259e-05,0.00228018586252846,-0.0134822407743844,-0.0133922902742806,96.3404456449508,96.3648613744948,0.00331063504106808,0.00401989451886769
"venue_7__base__1H","venue_7__base","1H",21240,"7","Kauffman Stadium","KCR",-0.0134822407743844,0.00331063504106808,-0.000516627548741932,0.00228070147508329,-0.0134822407743844,-0.0139988683231263,96.3404456449508,96.2002147569571,0.00331063504106808,0.00402018700977889
"venue_2__wall_deep__2H","venue_2__wall_deep","2H",6165,"2","Oriole Park at Camden Yards","BAL",-0.0145720361075004,0.00466327969189366,0.000122130454934858,0.00245786411138238,-0.0145720361075004,-0.0144499056525656,96.0446368603314,96.0777873614773,0.00466327969189366,0.00527136353089496
"venue_2__wall_deep__1H","venue_2__wall_deep","1H",6386,"2","Oriole Park at Camden Yards","BAL",-0.0145720361075004,0.00466327969189366,-0.000583296626239404,0.00245734972974828,-0.0145720361075004,-0.0151553327337398,96.0446368603314,95.8863096397632,0.00466327969189366,0.00527112371123291
"venue_680__base__1H","venue_680__base","1H",22039,"680","T-Mobile Park","SEA",-0.0160846020494605,0.00330304375031923,3.42256920898598e-05,0.00228334314805992,-0.0160846020494605,-0.0160503763573707,95.634073262423,95.6433633190714,0.00330304375031923,0.00401543944647595
"venue_2395__base__1H","venue_2395__base","1H",10661,"2395","AT&T Park","SFG",-0.0162403409207662,0.00401479473849712,1.37249636604446e-05,0.00240141426320791,-0.0162403409207662,-0.0162266159571057,95.5918002549701,95.5955256928537,0.00401479473849712,0.00467817990844757
"venue_680__base__2H","venue_680__base","2H",20525,"680","T-Mobile Park","SEA",-0.0160846020494605,0.00330304375031923,-0.000543260551042157,0.00228433401367823,-0.0160846020494605,-0.0166278626005027,95.634073262423,95.4866132408463,0.00330304375031923,0.0040160029759165
"venue_2395__base__2H","venue_2395__base","2H",10322,"2395","AT&T Park","SFG",-0.0162403409207662,0.00401479473849712,-0.000527688543489876,0.0024018062403461,-0.0162403409207662,-0.016768029464256,95.5918002549701,95.448567023955,0.00401479473849712,0.00467838113116381
"venue_2394__base__2H","venue_2394__base","2H",15251,"2394","Comerica Park","DET",-0.0182285043866871,0.00363379665261917,0.00132102801671241,0.00234546542774036,-0.0182285043866871,-0.0169074763699747,95.0521427609366,95.4107162289974,0.00363379665261917,0.00432500707344064
"venue_10__base__1H","venue_10__base","1H",18927,"10","Oakland Coliseum","ATH",-0.0179012416828599,0.0034165986958092,0.000376192847190471,0.00230644066553167,-0.0179012416828599,-0.0175250488356694,95.1409733695185,95.2430853400219,0.0034165986958092,0.0041222342475681
"venue_2889__base__1H","venue_2889__base","1H",23514,"2889","Busch Stadium","STL",-0.0186086125933291,0.00327738728818437,0.000712602904561529,0.00227305364853373,-0.0186086125933291,-0.0178960096887676,94.9489680241636,95.1423935167393,0.00327738728818437,0.00398848847633599
