"bacon","hr","xbh"
0.28013603300118,0.197639543660094,0.522224423338726
0.267967270259708,0.216191861354005,0.515840868386287
0.358733382459765,0.181943236028179,0.459323381512056
0.471608565844041,0.196186451552116,0.332204982603843
0.411414651422413,0.187735082191301,0.400850266386286
0.233057619832289,0.252575539534076,0.514366840633636
0.296591077162679,0.233144449356329,0.470264473480993
0.254170765544053,0.318750920782224,0.427078313673723
0.416467819088153,0.215266846150934,0.368265334760913
0.343232193936597,0.190912166830046,0.465855639233357
0.285950849360432,0.351489208094378,0.36255994254519
0.326546348362481,0.175930342026109,0.49752330961141
0.294727992669708,0.313082192006201,0.39218981532409
0.43399958304964,0.268602700962705,0.297397715987655
0.368317499092061,0.222876018631814,0.408806482276125
0.260125763322553,0.17036337777305,0.569510858904396
0.30317321654234,0.145945320338126,0.550881463119535
0.402386374276079,0.265732467919275,0.331881157804646
0.246786468409636,0.277975905255733,0.475237626334631
0.315494225457434,0.293481926264381,0.391023848278185
0.118360572823516,0.162284963371736,0.719354463804748
0.325751919256711,0.204870083561793,0.469377997181496
0.428998966546164,0.237862910425283,0.333138123028554
0.319966835409877,0.163101937486307,0.516931227103817
0.373640921012491,0.155089673409068,0.471269405578441
0.39825945328359,0.189082165982183,0.412658380734227
0.420778270111971,0.273839527561024,0.305382202327006
0.393615631512408,0.216693921360112,0.38969044712748
0.342257880784212,0.223673494410456,0.434068624805332
0.48443810448806,0.153897571075908,0.361664324436032
0.363387304194492,0.190507412229563,0.446105283575945
0.355319660536499,0.176994688210871,0.46768565125263
0.283243707064883,0.259409947205594,0.457346345729523
0.344128330749224,0.208492030472283,0.447379638778494
0.206466360368583,0.285167935862901,0.508365703768517
0.355121721856176,0.153941335626824,0.490936942517
0.410505622241079,0.197969353965908,0.391525023793014
0.274994668999609,0.197378830262875,0.527626500737516
0.362705564176333,0.303207890118081,0.334086545705586
0.304459102620684,0.210367544785234,0.485173352594082
0.269979737173688,0.19179006933269,0.538230193493622
0.447851815081237,0.250296473329814,0.301851711588949
0.226652477251096,0.226143195605614,0.54720432714329
0.387981143865833,0.190388704162017,0.421630151972151
0.21963968741614,0.146896695129142,0.633463617454718
0.340333507355788,0.204179532369366,0.455486960274846
0.308274939472395,0.234097528117441,0.457627532410164
0.328335001827149,0.197904578650625,0.473760419522226
0.427360835921767,0.18451784489562,0.388121319182613
0.387826680088488,0.253082982027367,0.359090337884144
0.340201909493949,0.219621459090412,0.440176631415639
0.410755146131613,0.201075915883939,0.388168937984448
0.208345370088251,0.21971356454075,0.571941065370999
0.357103552333604,0.241237465038044,0.401658982628353
0.243045661652509,0.45752396776425,0.299430370583241
0.245371813390961,0.223387754001661,0.531240432607378
0.358732425988118,0.262258607741018,0.379008966270864
0.372878792834569,0.190344766264603,0.436776440900828
0.3929263391115,0.176267810716648,0.430805850171852
0.280664245897103,0.239155598035075,0.480180156067821
0.243267600254159,0.201974892693125,0.554757507052716
0.330586389988728,0.182086917214123,0.487326692797149
0.378776014787554,0.228419391702024,0.392804593510422
0.352157557737675,0.238385521688943,0.409456920573383
0.303018263705251,0.191099362582889,0.50588237371186
0.390859327289679,0.217058051790618,0.392082620919703
0.312476379654156,0.287862353902822,0.399661266443022
0.283200106196674,0.285653705765951,0.431146188037375
0.324823596969987,0.256608243116311,0.418568159913701
0.433996858917994,0.216068852756707,0.3499342883253
0.375902970123902,0.197948466951697,0.4261485629244
0.437018769679732,0.212973669740764,0.350007560579504
0.327713240869478,0.296398170790667,0.375888588339855
0.336480000407779,0.178735248898204,0.484784750694017
0.32420716835037,0.213835154076026,0.461957677573604
0.322314273696454,0.306091512731835,0.371594213571711
0.275734250641569,0.185615888280453,0.538649861077978
