"bacon_resid","hr_resid","xbh_resid"
0.38226563329047,0.00106110894918556,0.616673257760345
0.999999060359899,4.29790629025731e-11,9.39597121529884e-07
0.999999933337199,5.917092428831e-16,6.66628002120952e-08
0.0952813068614261,1.75267876524043e-05,0.904701166350922
0.619007696493839,4.71044247739061e-09,0.380992298795718
0.606866226169697,0.0349352241862815,0.358198549644022
0.5128845634448,0.000124038406275848,0.486991398148925
0.25830012119998,0.228241001431606,0.513458877368414
0.410348653821103,0.294860500202757,0.29479084597614
0.714208313395996,1.11183679847021e-12,0.285791686602892
0.584527644860737,1.11714190933137e-05,0.41546118372017
0.542564612863808,0.231679131245769,0.225756255890424
0.99999994943105,2.20008985879701e-23,5.0568950084058e-08
0.999999999785314,9.6487094225298e-22,2.14685641523651e-10
0.999999999439673,6.72921169715736e-20,5.60326961940449e-10
0.441164909370786,6.69763280863529e-07,0.558834420865933
0.685562786440247,1.66605440887569e-08,0.314437196899209
0.999999993872372,5.39387666287258e-26,6.12762838764205e-09
0.999999987157374,7.67991585399337e-21,1.28426256334401e-08
0.404831947835671,7.47934278344733e-05,0.595093258736495
0.572311931129441,1.69537822103719e-09,0.427688067175181
0.571735491149838,3.48611100758509e-10,0.428264508501551
0.331609207634913,0.153321974475532,0.515068817889554
0.999999999999921,6.00034300849598e-31,7.85936961876532e-14
0.999999911738386,1.22375858366541e-18,8.82616140685138e-08
0.562498421355857,2.555569318396e-12,0.437501578641587
0.368715240691268,4.93668126979718e-09,0.63128475437205
0.999998424779201,5.23454997784515e-13,1.57522027578395e-06
0.999999830798056,2.42311627921666e-20,1.69201944397083e-07
0.541007033598477,0.0861483349017044,0.372844631499819
0.510075390457888,2.63724383564633e-06,0.489921972298276
0.580834009049423,1.02443556448115e-09,0.419165989926141
0.767059748903689,1.87446674196053e-07,0.232940063649637
0.999990806693096,4.46777175350422e-17,9.19330690352378e-06
0.513732301762278,3.44032837815883e-10,0.48626769789369
0.999975606023145,2.63274929965637e-13,2.43939765920989e-05
0.999997369643098,4.8666367089107e-12,2.63035203491869e-06
0.999994857142856,1.54823750094299e-15,5.1428571424472e-06
0.0902322780643511,0.41695135666208,0.492816365273569
0.589924056789525,8.6009477074961e-10,0.41007594235038
