"park_era_half_id","park_era_id","half","n_bbe","venue_id","venue_name","home_team","park_effect","park_se","half_effect","half_se","delta_overall","delta_half","pf_index_overall","pf_index_half","component"
"home_tor__base__2H","home_tor__base","2H",27392,,,"TOR",0.00415131816696097,0.00191567450914566,-0.000459225857169163,0.00146630875515873,0.00415131816696097,0.0036920923097918,58.845817733623,63.3983631823878,"xbh_resid"
"home_hou__base__2H","home_hou__base","2H",26707,,,"HOU",0.00450052006831467,0.00190752529661847,-0.000352720330800408,0.00146154690029984,0.00450052006831467,0.00414779973751426,55.3839971460201,58.8806977598984,"xbh_resid"
"home_phi__base__2H","home_phi__base","2H",28142,,,"PHI",0.00218307348206131,0.00193352200964625,0.00207713304832003,0.00146947558465896,0.00218307348206131,0.00426020653038134,78.35805390763,57.7663505921849,"xbh_resid"
"home_mil__base__1H","home_mil__base","1H",26372,,,"MIL",0.0042691358363912,0.00192857542877715,8.88580230310211e-05,0.0014685489443779,0.0042691358363912,0.00435799385942222,57.6778297242913,56.7969337947158,"xbh_resid"
"home_mil__base__2H","home_mil__base","2H",25707,,,"MIL",0.0042691358363912,0.00192857542877715,0.000119812012165992,0.00146892531495696,0.0042691358363912,0.00438894784855719,57.6778297242913,56.4900707551949,"xbh_resid"
"home_bal__wall_medium__2H","home_bal__wall_medium","2H",2760,,,"BAL",0.00513116366555871,0.00398861200641808,-0.000569761586836481,0.00166521227254115,0.00513116366555871,0.00456140207872223,49.1320982304752,54.7804420215304,"xbh_resid"
"home_tex__base__2H","home_tex__base","2H",14919,,,"TEX",0.0058976016624793,0.00229867891214927,-0.00128298541158686,0.00154021554210459,0.0058976016624793,0.00461461625089244,41.533998602222,54.2529021769392,"xbh_resid"
"home_tor__base__1H","home_tor__base","1H",24269,,,"TOR",0.00415131816696097,0.00191567450914566,0.000662137111618834,0.00146808405945658,0.00415131816696097,0.0048134552785798,58.845817733623,52.281707183445,"xbh_resid"
"home_hou__base__1H","home_hou__base","1H",27351,,,"HOU",0.00450052006831467,0.00190752529661847,0.000572700138673944,0.00146098867579446,0.00450052006831467,0.00507322020698861,55.3839971460201,49.706521957887,"xbh_resid"
"home_tor__buffalo__1H","home_tor__buffalo","1H",760,,,"TOR",0.00524492870093058,0.00542573595742724,-4.09015426579365e-06,0.00169873352143834,0.00524492870093058,0.00524083854666479,48.0042860963688,48.0448339289806,"xbh_resid"
"home_lad__base__2H","home_lad__base","2H",25867,,,"LAD",0.00440130253396863,0.00194026344097023,0.00107055344488357,0.00147233589672516,0.00440130253396863,0.0054718559788522,56.367592314657,45.7546376278112,"xbh_resid"
"home_tor__buffalo__2H","home_tor__buffalo","2H",568,,,"TOR",0.00524492870093058,0.00542573595742724,0.000260455727676215,0.00170183678210302,0.00524492870093058,0.00550538442860679,48.0042860963688,45.4222526173605,"xbh_resid"
"home_bal__wall_medium__1H","home_bal__wall_medium","1H",2545,,,"BAL",0.00513116366555871,0.00398861200641808,0.000820566467206231,0.00166672028197393,0.00513116366555871,0.00595173013276494,49.1320982304752,40.9973948435257,"xbh_resid"
"home_az__base__2H","home_az__base","2H",28692,,,"AZ",0.00723585892666741,0.00224746826459735,-2.66519330676953e-05,0.00154560827544019,0.00723585892666741,0.00720920699359972,28.2671563235395,28.5313708373652,"xbh_resid"
"home_tex__base__1H","home_tex__base","1H",13754,,,"TEX",0.0058976016624793,0.00229867891214927,0.00157125282533499,0.00154103613656436,0.0058976016624793,0.0074688544878143,41.533998602222,25.9573497982267,"xbh_resid"
"home_az__base__1H","home_az__base","1H",27503,,,"AZ",0.00723585892666741,0.00224746826459735,0.000380331692808977,0.00154629701617614,0.00723585892666741,0.00761619061947639,28.2671563235395,24.4967298763181,"xbh_resid"
"home_cin__base__2H","home_cin__base","2H",26884,,,"CIN",0.00845302496982122,0.00191908896141448,-0.000454230256213449,0.00146616004985148,0.00845302496982122,0.00799879471360777,16.2007544786847,20.7037759295306,"xbh_resid"
"home_bos__base__1H","home_bos__base","1H",28167,,,"BOS",0.0092449727298717,0.0018855629515328,-0.000855899724037723,0.00145397000186385,0.0092449727298717,0.00838907300583398,8.3497632629414,16.8347436542604,"xbh_resid"
"home_cin__base__1H","home_cin__base","1H",26670,,,"CIN",0.00845302496982122,0.00191908896141448,0.00086740357410063,0.00146633016168819,0.00845302496982122,0.00932042854392185,16.2007544786847,7.60173042142323,"xbh_resid"
"home_bos__base__2H","home_bos__base","2H",28400,,,"BOS",0.0092449727298717,0.0018855629515328,0.00130778246072321,0.00145393538692826,0.0092449727298717,0.0105527551905949,8.3497632629414,-4.61496639370507,"xbh_resid"
"home_ath__sutter_health__1H","home_ath__sutter_health","1H",3044,,,"ATH",0.0137153351754898,0.00397119688923339,-1.7484630875375e-05,0.00166302891891103,0.0137153351754898,0.0136978505446145,-35.967271347397,-35.7939370817576,"xbh_resid"
"home_ath__sutter_health__2H","home_ath__sutter_health","2H",2483,,,"ATH",0.0137153351754898,0.00397119688923339,0.00068787310844574,0.00166657823036831,0.0137153351754898,0.0144032082839356,-35.967271347397,-42.7865162577044,"xbh_resid"
"home_tor__dunedin__1H","home_tor__dunedin","1H",1492,,,"TOR",0.0137847210903865,0.00537799510242531,0.000673779974551953,0.00169603130258854,0.0137847210903865,0.0144585010649385,-36.6551301126207,-43.334662435831,"xbh_resid"
"home_col__base__2H","home_col__base","2H",30700,,,"COL",0.0187198533332888,0.00190289515867951,-0.000897511737255853,0.00145495553183513,0.0187198533332888,0.017822341596033,-85.5796701417364,-76.6821681590638,"xbh_resid"
"home_col__base__1H","home_col__base","1H",29200,,,"COL",0.0187198533332888,0.00190289515867951,0.00181251482075463,0.00145567532154651,0.0187198533332888,0.0205323681540435,-85.5796701417364,-103.548074945662,"xbh_resid"
