"park_era_half_id","park_era_id","half","n_bbe","venue_id","venue_name","home_team","park_effect","park_se","half_effect","half_se","delta_overall","delta_half","pf_index_overall","pf_index_half","component"
"venue_22__base__2H","venue_22__base","2H",19633,"22","Dodger Stadium","LAD",-0.00443306695023905,0.00216053517592227,0.000283418842229927,0.00150718077874485,-0.00443306695023905,-0.00414964810800913,-26.7058497916996,-18.6051769043239,"bacon_resid"
"venue_5__base__1H","venue_5__base","1H",15446,"5","Progressive Field","CLE",-0.00366456447607963,0.00235850678182263,-0.00055970938886096,0.00152820581609079,-0.00366456447607963,-0.00422427386494059,-4.74052417212101,-20.7381291142698,"bacon_resid"
"venue_1__base__1H","venue_1__base","1H",23048,"1","Angel Stadium","LAA",-0.0051801125233134,0.00213683536385236,0.000825594787220931,0.00150277247022981,-0.0051801125233134,-0.00435451773609247,-48.0578946022134,-24.4607573893896,"bacon_resid"
"venue_22__base__1H","venue_22__base","1H",21840,"22","Dodger Stadium","LAD",-0.00443306695023905,0.00216053517592227,-0.000461682089652933,0.0015058654012586,-0.00443306695023905,-0.00489474903989199,-26.7058497916996,-39.9016400109129,"bacon_resid"
"venue_4__base__1H","venue_4__base","1H",22101,"4","Guaranteed Rate Field","CHW",-0.00406975448040303,0.00213736960887978,-0.000998546433388918,0.00150288709794326,-0.00406975448040303,-0.00506830091379194,-16.3216584976762,-44.8620969388757,"bacon_resid"
"venue_2395__base__1H","venue_2395__base","1H",10661,"2395","AT&T Park","SFG",-0.00609452074132928,0.00279366087981685,0.000331521391672161,0.00156054521580992,-0.00609452074132928,-0.00576299934965712,-74.1934958960238,-64.717956697663,"bacon_resid"
"venue_3289__base__2H","venue_3289__base","2H",14924,"3289","Citi Field","NYM",-0.00586878445491268,0.00249668187399317,-1.68604604575422e-05,0.00153974290258635,-0.00586878445491268,-0.00588564491537023,-67.741504910935,-68.2234103263353,"bacon_resid"
"venue_3289__base__1H","venue_3289__base","1H",12988,"3289","Citi Field","NYM",-0.00586878445491268,0.00249668187399317,-0.000219136105143917,0.0015415304936718,-0.00586878445491268,-0.0060879205600566,-67.741504910935,-74.0048496187802,"bacon_resid"
"venue_2680__base__1H","venue_2680__base","1H",22602,"2680","Petco Park","SDP",-0.00659013502379033,0.00215416621470502,0.000376938905615938,0.00150498004837005,-0.00659013502379033,-0.0062131961181744,-88.3591355159589,-77.5854736489652,"bacon_resid"
"venue_1__base__2H","venue_1__base","2H",19937,"1","Angel Stadium","LAA",-0.0051801125233134,0.00213683536385236,-0.00103389835917033,0.00150455491110159,-0.0051801125233134,-0.00621401088248373,-48.0578946022134,-77.6087612296295,"bacon_resid"
"venue_3313__base__1H","venue_3313__base","1H",22046,"3313","Yankee Stadium","NYY",-0.00628636590558203,0.00215570646863866,-0.000125238416981501,0.00150498119773782,-0.00628636590558203,-0.00641160432256353,-79.676811360899,-83.256373823711,"bacon_resid"
"venue_3313__base__2H","venue_3313__base","2H",19849,"3313","Yankee Stadium","NYY",-0.00628636590558203,0.00215570646863866,-0.000127550005435493,0.0015063020880712,-0.00628636590558203,-0.00641391591101752,-79.676811360899,-83.3224436085167,"bacon_resid"
"venue_2395__base__2H","venue_2395__base","2H",10322,"2395","AT&T Park","SFG",-0.00609452074132928,0.00279366087981685,-0.000576595303482564,0.00156089873150159,-0.00609452074132928,-0.00667111604481185,-74.1934958960238,-90.6737337840895,"bacon_resid"
"venue_2680__base__2H","venue_2680__base","2H",19339,"2680","Petco Park","SDP",-0.00659013502379033,0.00215416621470502,-0.000641942543838883,0.00150687985382949,-0.00659013502379033,-0.00723207756762922,-88.3591355159589,-106.707127199271,"bacon_resid"
"venue_2394__base__2H","venue_2394__base","2H",15251,"2394","Comerica Park","DET",-0.00739623182616259,0.00243852021059594,0.000149310866720237,0.00153456915970358,-0.00739623182616259,-0.00724692095944236,-111.398981632752,-107.131380790427,"bacon_resid"
"venue_2889__base__1H","venue_2889__base","1H",23514,"2889","Busch Stadium","STL",-0.00754816673553672,0.00212321236725741,7.151753636396e-05,0.00150011898966525,-0.00754816673553672,-0.00747664919917276,-115.741582820906,-113.697469722295,"bacon_resid"
"venue_2394__base__1H","venue_2394__base","1H",14854,"2394","Comerica Park","DET",-0.00739623182616259,0.00243852021059594,-0.000446729407608418,0.00153492142067604,-0.00739623182616259,-0.00784296123377101,-111.398981632752,-124.167394529136,"bacon_resid"
"venue_14__base__2H","venue_14__base","2H",14627,"14","Rogers Centre","TOR",-0.00792479513684476,0.00253300714507707,1.36196367405078e-05,0.00154241446294924,-0.00792479513684476,-0.00791117550010425,-126.506369858659,-126.117093615726,"bacon_resid"
"venue_2889__base__2H","venue_2889__base","2H",20616,"2889","Busch Stadium","STL",-0.00754816673553672,0.00212321236725741,-0.0003750457098568,0.00150171959833234,-0.00754816673553672,-0.00792321244539352,-115.741582820906,-126.461133396512,"bacon_resid"
"venue_3289__rf_in_362__2H","venue_3289__rf_in_362","2H",5853,"3289","Citi Field","NYM",-0.00856595654953308,0.00317209225912678,0.000547100325688335,0.00158344681754415,-0.00856595654953308,-0.00801885622384475,-144.832035263721,-129.194822366695,"bacon_resid"
"venue_14__base__1H","venue_14__base","1H",12420,"14","Rogers Centre","TOR",-0.00792479513684476,0.00253300714507707,-0.000332292856000595,0.00154466422783181,-0.00792479513684476,-0.00825708799284535,-126.506369858659,-136.003959038311,"bacon_resid"
"venue_3289__rf_in_362__1H","venue_3289__rf_in_362","1H",8258,"3289","Citi Field","NYM",-0.00856595654953308,0.00317209225912678,-0.000891556037482535,0.00157893990370079,-0.00856595654953308,-0.00945751258701562,-144.832035263721,-170.314475893239,"bacon_resid"
"venue_10__base__1H","venue_10__base","1H",18927,"10","Oakland Coliseum","ATH",-0.0118050372814896,0.00224316149121695,-8.26689073817166e-05,0.0015154302001838,-0.0118050372814896,-0.0118877061888714,-237.411389758772,-239.774231168281,"bacon_resid"
"venue_10__base__2H","venue_10__base","2H",18694,"10","Oakland Coliseum","ATH",-0.0118050372814896,0.00224316149121695,-0.000392037273543856,0.00151557193972523,-0.0118050372814896,-0.0121970745550335,-237.411389758772,-248.616592940221,"bacon_resid"
"venue_680__base__1H","venue_680__base","1H",22039,"680","T-Mobile Park","SEA",-0.0131170797001605,0.0021546348821923,-0.000195719248180904,0.00150471148001297,-0.0131170797001605,-0.0133127989483414,-274.912165516622,-280.506209987351,"bacon_resid"
"venue_680__base__2H","venue_680__base","2H",20006,"680","T-Mobile Park","SEA",-0.0131170797001605,0.0021546348821923,-0.000331747007193045,0.00150594007608223,-0.0131170797001605,-0.0134488267073536,-274.912165516622,-284.394153254249,"bacon_resid"
