player_id,season,n10_sav,n10_sav_native,eff_cnt_sav,flag_le2_sav,fb_cnt_sav,brk_cnt_sav,off_cnt_sav
425794,2021,3,3,3.907553944158839,0,2,1,0
425794,2022,3,3,3.9513197407934255,0,2,1,0
425794,2023,3,3,3.8981540197241737,0,2,1,0
425844,2021,4,4,3.8699390871587678,0,1,2,1
425844,2022,4,4,4.109609997580173,0,2,1,1
425844,2023,5,5,5.318955822865093,0,2,2,1
434378,2022,3,3,2.6971177623133578,0,1,2,0
434378,2023,3,3,2.8072697056296985,0,1,2,0
434378,2024,4,4,3.0184189912199786,0,1,2,1
434378,2025,3,3,3.0201443629005467,0,1,2,0
434671,2022,4,4,4.750373344837886,0,3,0,1
446372,2021,4,4,4.096806374984157,0,2,1,1
446372,2022,4,4,3.6547570317525286,0,2,1,1
446372,2023,4,4,3.9914474758700917,0,2,1,1
448179,2021,2,2,2.69438401656426,1,1,1,0
448179,2022,4,4,3.4376487608287554,0,2,2,0
448179,2023,3,3,3.6033179351546907,0,2,1,0
450203,2021,3,3,3.3866705125812313,0,2,1,0
450203,2022,3,3,3.5173700812377744,0,2,1,0
450203,2023,3,3,3.206885515581544,0,1,1,1
450203,2024,4,4,3.4463744141163493,0,2,1,1
450203,2025,3,3,3.791497945008114,0,2,1,0
452657,2021,4,4,4.342627765811631,0,3,0,1
453281,2021,5,5,4.55759431941444,0,3,1,1
453286,2021,3,3,3.391647051641219,0,1,1,1
453286,2022,3,3,3.3875338753387525,0,1,1,1
453286,2023,5,5,3.464211233744189,0,2,2,1
453286,2024,4,4,3.512567968190184,0,1,2,1
453286,2025,4,4,3.0637630363117196,0,1,2,1
453562,2021,3,3,2.742355683532154,0,1,2,0
456501,2021,4,4,3.8890984548837757,0,2,1,1
456501,2022,5,5,4.984098842871198,0,3,1,1
456501,2023,4,4,3.956161179711811,0,2,1,1
457918,2021,4,4,2.7810263142556604,0,2,1,1
458681,2021,3,3,3.2259446825087656,0,3,0,0
458681,2022,3,3,3.3437211604049915,0,3,0,0
458681,2023,4,4,3.533718744257706,0,3,1,0
458681,2024,3,3,3.2392727484328976,0,3,0,0
471911,2021,4,4,3.6547308209220315,0,2,1,1
471911,2022,4,4,3.8382706287854944,0,2,1,1
471911,2023,4,4,4.1083630936517235,0,2,1,1
471911,2024,4,4,4.396377385034732,0,2,1,1
471911,2025,5,5,4.6802018103020595,0,2,2,1
474463,2021,3,3,3.365366982491376,0,1,1,1
