"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Megill, Tylor","656731","57.0","","1.9","20.4","18.2","2.5","","","",""
"Chacín, Jhoulys","468504","6.7","37.7","28.1","","2.5","24.9","","","",""
"Leclerc, José","600917","36.4","0.1","6.0","35.4","22.0","","","","",""
"Snead, Kirby","669912","14.2","41.3","","37.4","7.1","","","","",""
"Smith, Drew","622098","52.4","0.1","","35.5","5.5","6.4","","","",""
"Megill, Trevor","656730","55.3","0.1","","13.7","","30.9","","","",""
"Henry, Tommy","674072","55.8","","","19.9","9.7","14.6","","","",""
"Bleier, Richard","542947","5.9","48.4","22.9","15.8","6.9","","0.1","","",""
"Foster, Matt","641582","52.3","","0.4","30.6","9.8","6.9","","","",""
"King, Michael","650633","23.0","36.8","","","9.6","","","","30.5",""
"Strahm, Matt","621381","38.4","15.1","20.8","1.3","8.6","15.8","","","",""
"Lawrence, Justin","664875","0.3","55.0","","","","","","","44.8",""
"Gott, Trevor","641627","32.2","22.6","33.8","","1.1","10.4","","","",""
"Loáisiga, Jonathan","642528","1.4","63.3","","","15.0","20.2","","","",""
"McCullers Jr., Lance","621121","1.4","23.1","9.0","","17.4","24.9","","","24.2",""
"Littell, Zack","641793","50.5","0.1","","37.1","","","12.3","","",""
"Marinaccio, Ron","676760","44.3","","","","37.9","","","","17.8",""
"Lee, Dylan","669276","45.4","0.1","","47.7","6.8","","","","",""
"Nance, Tommy","667297","13.4","28.9","","18.4","","39.3","","","",""
"Martin, Brett","656685","10.3","35.1","","18.1","","36.5","","","",""
"Wisler, Matt","605538","6.7","1.9","","91.3","0.1","","","","",""
"King, John","667463","","52.3","7.5","5.3","24.7","","","","10.1",""
"Castellanos, Humberto","528748","10.2","32.4","25.8","","10.4","21.3","","","",""
"Bird, Jake","656234","0.4","57.3","25.1","","2.0","15.2","","","",""
"Hill, Tim","657612","30.3","53.8","6.7","9.1","","","","","",""
"Duffey, Tyler","608648","36.8","14.3","","12.4","4.5","32.0","","","",""
"Cotton, Jharel","605194","44.7","","","10.4","40.4","4.6","","","",""
"Sandlin, Nick","680704","18.9","28.6","","44.7","","","7.7","","",""
"Long, Sam","669674","43.2","0.8","","","29.2","26.8","","","",""
"Weems, Jordan","607179","63.8","","","24.1","","2.8","9.2","","",""
"Moll, Sam","594580","","44.6","","","","","","","55.4",""
"Pepiot, Ryan","686752","56.0","0.1","","18.2","25.6","","","","",""
"Cabrera, Génesis","650893","34.2","17.5","1.1","","17.5","29.6","","","",""
"Mayza, Tim","641835","0.4","82.2","","17.4","","","","","",""
"Staumont, Josh","622251","49.8","15.3","","0.1","","34.7","","","",""
"Pineda, Michael","501381","59.2","","","21.5","19.3","","","","",""
"Weaver, Luke","596133","59.6","0.7","","4.4","25.9","9.3","","","",""
"Banuelos, Manny","544365","18.9","22.4","","15.9","10.0","32.7","","","",""
"Matzek, Tyler","554431","76.6","0.1","","23.1","","0.1","","","",""
"Pressly, Ryan","519151","32.2","0.4","","36.8","3.5","27.0","","","",""
"Brogdon, Connor","641401","32.0","","24.8","","43.2","","","","",""
"Richards, Garrett","572070","25.0","0.3","","37.7","34.7","2.3","","","",""
"Abreu, Albert","656061","8.5","52.2","","29.3","10.0","","","","",""
"Ragans, Cole","666142","44.1","","16.4","","33.3","6.2","","","",""
"Karinchak, James","675916","59.7","","","","","40.3","","","",""
"Kelly, Joe","523260","6.0","33.6","","16.1","8.5","35.8","","","",""
"Stammen, Craig","489334","3.6","50.9","22.1","12.3","2.7","8.4","","","",""
"Woodford, Jake","663765","21.1","38.5","","0.3","3.7","8.5","","","28.0",""
"Castillo, Max","666721","47.9","0.1","","18.8","33.1","","","","",""
"Peralta, Wily","503449","25.6","23.8","","29.8","","","20.7","","",""
"Gibaut, Ian","664139","44.1","","22.9","6.3","11.1","","","","15.6",""
"Barnes, Matt","598264","46.2","","","","5.8","46.8","1.3","","",""
"Howard, Spencer","675921","50.3","","","35.4","3.5","10.8","","","",""
"Quijada, José","650671","84.9","","","4.2","10.9","","","","",""
"Assad, Javier","665871","23.9","28.6","27.0","3.6","6.7","4.2","","","6.1",""
"Cuas, Jose","621016","0.6","61.0","","36.8","1.6","","","","",""
"Gutierrez, Vladimir","661269","49.7","","","21.9","15.4","13.0","","","",""
"Chapman, Aroldis","547973","54.9","5.6","","24.6","","","14.9","","",""
"Thompson, Ryan","657044","10.2","47.7","1.3","39.3","1.5","","","","",""
"Arano, Víctor","644364","10.5","42.6","","46.9","","","","","",""
"Graterol, Brusdar","660813","11.1","42.2","27.6","19.1","","","","","",""
"Blach, Ty","621389","","54.9","16.9","","19.6","8.6","","","",""
"Morán, Jovani","663558","51.0","","","2.1","45.5","1.3","","","",""
"Danish, Tyler","641501","7.5","36.4","","0.6","14.8","0.2","","","40.5",""
"Thornton, Trent","663423","41.7","4.4","","0.8","","15.2","","","38.0",""
"Flaherty, Jack","656427","47.1","6.5","3.6","25.1","1.2","16.5","","","",""
"Fleming, Josh","676596","","54.8","15.3","","19.0","10.9","","","",""
"Sánchez, Cristopher","650911","0.5","60.6","","18.9","20.1","","","","",""
"Harvey, Hunter","640451","77.9","","","0.5","","6.7","15.0","","",""
"Swarmer, Matt","664161","39.1","","","59.1","1.8","","","","",""
"Warren, Art","605521","41.2","0.5","","58.3","","","","","",""
"Koenig, Jared","657649","8.0","41.2","","15.5","13.5","21.9","","","",""
"Liberatore, Matthew","669461","34.2","20.5","","10.9","11.2","23.2","","","",""
"Moronta, Reyes","606625","53.4","","","37.0","9.7","","","","",""
"Peters, Dillon","596071","22.9","27.4","","11.0","24.1","14.5","","","",""
"Brazobán, Huascar","623211","23.9","9.0","41.8","","25.2","","","","",""
"McGee, Jake","459429","81.7","1.1","","17.2","","","","","",""
"Ramírez, Yohan","670990","11.9","55.8","","","","","","","32.3",""
"Sulser, Cole","642121","49.6","","","10.3","38.8","1.3","","","",""
"Moreta, Dauri","664294","55.3","","","24.0","20.7","","","","",""
"Jefferies, Daulton","641726","14.1","32.1","20.5","13.6","19.7","","","","",""
"Strzelecki, Peter","657265","53.2","","","","13.6","","","","33.2",""
"Sands, Cole","663485","48.8","1.5","7.5","","2.3","22.9","17.1","","",""
"Price, David","456034","38.3","29.0","17.8","","10.7","4.2","","","",""
"Nelson, Kyle","669459","35.9","","0.3","63.4","","0.2","","","0.2",""
"Martinez, Seth","661527","34.0","19.1","4.2","","12.5","","","","30.2",""
"Waldichuk, Ken","686610","56.5","","","","14.5","8.0","","","21.0",""
"Snider, Collin","676092","","48.7","","49.4","1.9","","","","",""
"Lamet, Dinelson","659275","44.8","1.2","","52.5","1.5","","","","",""
"Baumann, Mike","657508","47.9","","","28.6","4.5","19.0","","","",""
"Ferguson, Caleb","657571","66.9","","","","","33.1","","","",""
"Castano, Daniel","641447","11.6","6.6","40.9","28.1","12.8","","","","",""
"Thompson, Zack","668868","54.1","0.2","","6.1","8.3","31.3","","","",""
"McCarty, Kirk","668948","38.6","","40.3","3.3","7.7","10.1","","","",""
"Ortega, Oliver","661383","57.8","2.8","","","","33.7","","","5.6",""
"Gilbert, Tyler","656457","22.0","19.0","34.8","","","11.3","12.9","","",""
"Naughton, Packy","676050","33.1","20.6","","21.0","25.3","","","","",""
"Miley, Wade","489119","14.5","2.3","42.5","6.4","31.6","2.7","","","",""
"Wentz, Joey","666214","55.1","","22.0","","13.5","9.4","","","",""
"Barlow, Joe","669618","30.1","1.3","","60.1","","8.5","","","",""
"Newcomb, Sean","656794","55.8","","31.9","0.9","0.9","10.5","","","",""
"Banda, Anthony","607455","30.3","22.3","","1.1","37.4","8.9","","","",""
"Head, Louis","545343","40.1","","","55.5","4.4","","","","",""
"Dunn, Justin","643290","49.6","","","23.9","5.0","21.5","","","",""
"Morejon, Adrian","670970","69.1","","","13.7","","12.2","","4.3","0.7",""
"Jiménez, Dany","666204","37.8","","0.6","61.6","","","","","",""
"Pop, Zach","647315","","76.9","","22.9","0.2","","","","",""
"Rodríguez, Elvin","660730","51.3","2.4","0.2","24.5","12.9","3.2","","","5.4",""
"Ort, Kaleb","672391","59.8","","","","6.8","","","","33.3",""
"Rainey, Tanner","663432","70.2","0.2","","29.0","0.6","","","","",""
"Castro, Miguel","612434","4.7","32.2","","44.5","18.6","","","","",""
"Garza Jr., Ralph","621248","12.6","33.3","9.9","23.0","18.9","2.3","","","",""
"Hernández, Jonathan","642546","","43.2","","36.2","20.5","","","","",""
"Mills, Wyatt","670090","29.0","33.2","","37.8","","","","","",""
"Silseth, Chase","681217","40.1","6.2","0.2","22.4","","3.8","27.3","","",""
"Wesneski, Hayden","669713","24.6","23.4","12.3","","7.7","","","","31.9",""
"Anderson, Chase","502624","26.4","11.2","17.8","3.9","28.4","7.7","","","4.7",""
"Wendelken, J.B.","605525","46.7","13.5","","22.5","16.2","1.0","","","",""
"McFarland, T.J.","519008","0.6","62.2","","15.0","22.0","","","","0.2",""
"Wittgren, Nick","621295","32.4","12.3","21.4","10.8","23.1","","","","",""
"Ginkel, Kevin","656464","62.0","","","37.8","0.2","","","","",""
"May, Dustin","669160","23.2","28.7","21.3","0.8","5.7","","","","20.3",""
"Hjelle, Sean","663546","0.4","54.2","","","7.0","38.4","","","",""
"Shreve, Chasen","592741","44.5","","","18.4","","","37.1","","",""
"Grove, Michael","675627","51.1","","","20.1","","28.8","","","",""
"Yajure, Miguel","664337","30.4","6.6","7.6","10.2","19.3","25.9","","","",""
"Detwiler, Ross","446321","25.3","25.1","43.5","","2.8","3.4","","","",""
"Overton, Connor","656818","23.9","24.3","0.9","19.8","18.6","1.5","","","11.1",""
"Almonte, Yency","622075","11.8","33.7","","","6.7","","","","47.9",""
"Gustave, Jandel","594311","6.9","56.7","","36.5","","","","","",""
"May, Trevor","543507","52.5","","","26.5","16.1","","4.9","","",""
"Misiewicz, Anthony","664948","28.4","","37.2","0.9","","33.5","","","",""
"Uelmen, Erich","657272","31.5","30.5","","28.5","9.5","","","","",""
"Kelley, Trevor","665001","63.9","0.2","","5.0","6.3","24.6","","","",""
"Bummer, Aaron","607481","0.4","63.2","8.3","","0.9","","","","27.1",""
"Smith, Joe","501925","30.9","41.8","","27.3","","","","","",""
"Stout, Eric","657770","34.9","","","","12.2","5.6","","","47.3",""
"De los Santos, Yerry","660787","1.3","58.8","","39.9","","","","","",""
"Poteet, Cody","547001","26.8","10.7","","21.4","38.2","2.7","","","0.2",""
"Vespi, Nick","663989","","","47.3","36.1","","16.6","","","",""
"Young, Alex","622065","3.8","22.5","","0.2","33.3","40.2","","","",""
"Baz, Shane","669358","40.1","","","37.2","8.3","14.4","","","",""
"Poppen, Sean","664092","3.4","58.8","0.5","33.9","3.4","","","","",""
"Faucher, Calvin","676534","41.3","","","","","13.9","","","44.8",""
"Holderman, Colin","670059","2.3","47.7","8.1","40.7","1.2","","","","",""
"Toussaint, Touki","657053","8.8","38.1","","","","32.9","20.2","","",""
"Cisnero, José","542585","36.0","31.9","10.9","14.9","6.3","","","","",""
"Martin, Corbin","656686","54.8","","","11.2","16.6","16.3","","","1.2",""
"Robles, Hansel","570663","48.3","2.1","","32.9","16.6","","","","",""
"VerHagen, Drew","572403","21.2","24.6","3.1","","15.8","13.4","","","22.0",""
"Brigham, Jeff","656257","42.0","","0.5","","","","","","57.5",""
"Sborz, Josh","622250","51.8","","","24.6","","23.6","","","",""
"Rogers, Josh","642028","41.1","13.8","","20.3","10.0","","","","14.8",""
"Merryweather, Julian","657240","51.1","0.5","","34.3","9.4","4.8","","","",""
"Borucki, Ryan","621366","0.2","50.1","","38.6","11.1","","","","",""
"Medina, Adonis","658431","16.7","31.2","","28.0","16.7","7.5","","","",""
"Varland, Louis","686973","47.7","","","18.7","14.6","2.9","","","16.1",""
"Santillan, Tony","663574","49.5","","","31.4","","","","","","19.1"
"Hudson, Daniel","543339","51.2","3.4","","41.9","3.4","","","","",""
"Morris, Cody","663752","44.6","","31.4","","17.1","6.9","","","",""
"Hembree, Heath","592390","52.0","","","44.9","","3.0","","","",""
"Ryu, Hyun Jin","547943","38.0","3.8","13.4","","23.8","21.0","","","",""
"Cano, Yennier","666974","12.2","30.7","","26.1","21.3","","9.6","","",""
"Arihara, Kohei","685503","3.1","24.9","25.4","14.4","20.8","0.3","11.3","","",""
"Gose, Anthony","543238","64.8","","","35.0","0.3","","","","",""
"Patiño, Luis","672715","44.1","13.1","","29.9","12.9","","","","",""
"O'Day, Darren","503285","43.6","8.6","","47.8","","","","","",""
"Nogosek, Stephen","668665","41.5","","31.4","6.9","8.8","1.9","","","9.6",""
"González, Chi Chi","592346","30.6","20.2","","27.7","15.2","6.4","","","",""
"Kinley, Tyler","641755","45.3","1.9","","52.3","0.5","","","","",""
"Goudeau, Ashton","623485","54.9","","","","17.1","28.0","","","",""
"Espinoza, Anderson","659262","74.7","2.1","","21.6","1.6","","","","",""
"Nardi, Andrew","677053","62.3","","","","5.9","","","","31.8",""
"Seabold, Connor","657756","53.2","","","22.2","20.5","3.5","","","0.5",""
"Norwood, James","656803","49.7","","","9.5","","","40.8","","",""
"Jameson, Drey","686753","35.0","27.4","","24.9","8.4","4.3","","","",""
"Thompson, Mason","666168","1.9","72.8","","23.9","1.4","","","","",""
"Paddack, Chris","663978","51.8","","","3.8","26.4","18.0","","","",""
"Ruiz, Norge","650204","44.0","","","38.0","18.0","","","","",""
"Sousa, Bennett","656986","42.2","0.3","","57.5","","","","","",""
"Tetreault, Jackson","676194","57.8","","31.8","","2.7","7.7","","","",""
"Tapia, Domingo","593619","26.2","42.1","","15.4","16.3","","","","",""
"Thornburg, Tyler","592804","58.0","","","6.6","13.8","21.5","","","",""
"Barnes, Jacob","606930","47.9","","42.4","9.7","","","","","",""
"Sulser, Beau","676641","37.2","","22.8","","31.7","8.3","","","",""
"Frías, Luis","666818","62.4","","","32.6","5.1","","","","",""
"Fairbanks, Pete","664126","61.4","","","38.1","0.6","","","","",""
"Law, Derek","571882","8.8","14.5","50.3","11.1","2.8","12.5","","","",""
"Tinoco, Jesus","622786","4.3","43.7","","40.0","0.9","11.1","","","",""
"Hunter, Tommy","488984","3.7","35.2","46.1","","0.3","14.6","","","",""
"Cleavinger, Garrett","664076","37.5","16.7","","41.5","","4.3","","","",""
"Feyereisen, J.P.","656420","44.5","","","29.1","26.5","","","","",""
"Bruihl, Justin","677865","","15.8","64.2","","","","","","19.9",""
"Smith, Chad","663385","","66.2","","31.8","2.1","","","","",""
"Romo, Sergio","489265","3.3","33.1","","50.4","13.1","","","","",""
"Chargois, JT","608638","4.2","57.5","","38.3","","","","","",""
"Fernández, Junior","658551","13.2","41.4","","35.1","10.2","","","","",""
"Bolaños, Ronald","671790","15.7","38.9","","30.1","4.8","10.5","","","",""
"Guerra, Javy","642770","15.2","55.5","","29.4","","","","","",""
"DeSclafani, Anthony","543101","12.8","29.8","","38.6","5.8","13.1","","","",""
"Widener, Taylor","642203","67.9","","0.3","20.2","10.4","1.2","","","",""
"Kolarek, Adam","592473","5.6","69.6","","16.3","8.5","","","","",""
"Garcia, Bryan","650530","48.7","0.6","","23.7","26.9","","","","",""
"Kowar, Jackson","663804","46.6","","","10.6","42.8","","","","",""
"Brown, Hunter","686613","53.1","","13.3","","2.3","31.4","","","",""
"Peguero, Elvis","665625","2.3","35.1","","62.7","","","","","",""
"Reed, Jake","596082","8.5","45.3","","44.0","2.3","","","","",""
"Llovera, Mauricio","661440","3.6","40.8","","55.6","","","","","",""
"Taylor, Blake","642130","74.1","","","25.9","","","","","",""
"Bradley, Archie","605151","29.5","27.5","","","15.7","27.2","","","",""
"Mills, Alec","621219","22.5","37.4","","12.9","18.5","8.6","","","",""
"Allard, Kolby","663465","53.2","","22.1","","19.4","5.4","","","",""
"Lemoine, Jake","621082","10.1","57.7","","24.8","7.4","","","","",""
"Speier, Gabe","642100","25.5","30.2","","40.9","3.4","","","","",""
"Lawrence, Casey","596271","21.9","11.1","2.0","30.3","28.6","6.1","","","",""
"Selman, Sam","572125","52.5","0.3","","47.1","","","","","",""
"Uceta, Edwin","670955","54.5","0.3","1.0","","26.7","17.5","","","",""
"Yacabonis, Jimmy","642231","","59.2","","","3.4","","","","37.3",""
"Szapucki, Thomas","663378","60.8","","","","4.5","34.7","","","",""
"Valdez, Phillips","570488","","44.9","","9.1","46.0","","","","",""
"Steckenrider, Drew","608716","65.0","","","3.1","23.4","8.4","","","",""
"Perdomo, Luis","606131","","56.1","","27.7","","","16.1","","",""
"Farrell, Luke","608652","48.4","","","37.2","2.8","11.6","","","",""
"Dugger, Robert","667498","24.6","18.7","","19.4","18.7","18.7","","","",""
"Johnson, Pierce","572955","38.6","","","0.4","","61.1","","","",""
"Crick, Kyle","605195","4.3","38.4","","57.3","","","","","",""
"Grimm, Justin","518748","41.2","","","37.9","","20.9","","","",""
"Ortiz, Luis","682847","43.3","14.5","","37.1","5.1","","","","",""
"Bender, Anthony","669622","1.8","59.5","","33.2","5.5","","","","",""
"Alvarez, Jose","501625","5.1","49.8","","9.9","35.2","","","","",""
"Whitley, Kodi","676831","48.9","0.4","","16.5","34.2","","","","",""
"Beasley, Jeremy","676886","61.3","","","28.0","","","10.7","","",""
"Romero, JoJo","668941","21.8","25.8","1.5","","29.5","","","","21.4",""
"Hall, DL","669084","52.0","","","","20.4","5.9","","","21.6",""
"Hoeing, Bryan","663773","19.1","50.2","","12.0","12.0","6.7","","","",""
"Cousins, Jake","664776","23.6","19.5","","","0.7","","","","56.2",""
"Warren, Austin","681810","33.5","21.8","0.8","41.0","3.0","","","","",""
"Marte, José","665896","41.5","9.1","48.3","0.8","0.4","","","","",""
"Gillaspie, Logan","670810","48.1","","","","21.8","9.2","","","21.0",""
"Cruz, Fernando","518585","24.6","1.5","44.6","","","","29.2","","",""
"Castro, Anthony","621593","38.8","10.4","","48.5","2.3","","","","",""
"Scott, Tayler","605463","16.1","25.9","","","1.6","","","","56.5",""
"Nelson, Ryne","669194","69.6","","0.8","10.3","6.3","13.0","","","",""
"Zeuch, T.J.","643615","2.8","40.8","16.8","26.8","12.8","","","","",""
